Return_ID,Order_ID,Product_ID,Return_Date,Return_Reason,Refund_Amount,Return_Status
RET0007776,ORD0082442,P001582,2025-05-21 15:04:20,Quality/Freshness Issue,544.73,Approved
RET0007777,ORD0082468,P001999,2025-05-21 16:14:11,Damaged in Transit,46.16,Approved
RET0007778,ORD0082473,P002021,2025-05-21 16:36:56,Wrong Item Delivered,0.0,Rejected
RET0007779,ORD0082489,P001208,2025-05-21 16:59:19,Damaged in Transit,25.65,Approved
RET0007780,ORD0082518,P001252,2025-05-23 17:36:16,Expired Product,18.05,Approved
RET0007781,ORD0082563,P001709,2025-05-21 18:09:08,Damaged in Transit,12.69,Approved
RET0007782,ORD0082565,P000675,2025-05-21 18:10:09,Quality/Freshness Issue,57.52,Approved
RET0007783,ORD0082566,P001329,2025-05-21 18:10:29,Wrong Item Delivered,79.47,Approved
RET0007784,ORD0082581,P000975,2025-05-21 18:15:50,Wrong Item Delivered,11.84,Approved
RET0007785,ORD0082589,P000763,2025-05-21 18:20:27,Damaged in Transit,21.32,Approved
RET0007786,ORD0082589,P000672,2025-05-21 18:20:27,Expired Product,144.02,Approved
RET0007787,ORD0082591,P002273,2025-05-22 18:20:52,Damaged in Transit,100.62,Approved
RET0007788,ORD0082617,P001537,2025-05-21 18:38:13,Damaged in Transit,88.99,Approved
RET0007789,ORD0082629,P001180,2025-05-21 18:42:04,Expired Product,35.48,Approved
RET0007790,ORD0082654,P000514,2025-05-23 18:52:21,Not as Expected,0.0,Rejected
RET0007791,ORD0082664,P002040,2025-05-22 18:55:47,Damaged in Transit,111.05,Approved
RET0007792,ORD0082668,P001263,2025-05-24 18:56:30,Expired Product,350.32,Approved
RET0007793,ORD0082676,P001772,2025-05-21 18:57:56,Damaged in Transit,131.57,Approved
RET0007794,ORD0082677,P000229,2025-05-22 18:58:02,Expired Product,22.48,Approved
RET0007795,ORD0082690,P001226,2025-05-23 19:03:12,Wrong Item Delivered,23.9,Approved
RET0007796,ORD0082726,P000526,2025-05-21 19:14:19,Quality/Freshness Issue,0.0,Rejected
RET0007797,ORD0082729,P001592,2025-05-21 19:15:04,Expired Product,9.81,Approved
RET0007798,ORD0082733,P001380,2025-05-21 19:16:16,Expired Product,45.91,Approved
RET0007799,ORD0082752,P001438,2025-05-21 19:27:32,Not as Expected,172.06,Approved
RET0007800,ORD0082796,P000226,2025-05-22 19:42:47,Not as Expected,40.37,Approved
RET0007801,ORD0082798,P000455,2025-05-21 19:42:54,Damaged in Transit,55.98,Approved
RET0007802,ORD0082811,P000414,2025-05-21 19:48:49,Expired Product,225.1,Approved
RET0007803,ORD0082812,P000696,2025-05-21 19:49:36,Wrong Item Delivered,393.11,Approved
RET0007804,ORD0082817,P001955,2025-05-21 19:51:05,Damaged in Transit,55.52,Approved
RET0007805,ORD0082829,P000874,2025-05-21 19:57:03,Wrong Item Delivered,146.47,Approved
RET0007806,ORD0082835,P000980,2025-05-21 19:59:09,Quality/Freshness Issue,28.83,Approved
RET0007807,ORD0082851,P001356,2025-05-21 20:05:35,Expired Product,19.26,Approved
RET0007808,ORD0082857,P000703,2025-05-22 20:08:06,Damaged in Transit,31.95,Approved
RET0007809,ORD0082861,P001416,2025-05-21 20:09:42,Quality/Freshness Issue,398.44,Approved
RET0007810,ORD0082862,P001105,2025-05-23 20:10:19,Damaged in Transit,166.26,Approved
RET0007811,ORD0082865,P001351,2025-05-21 20:12:36,Damaged in Transit,109.86,Approved
RET0007812,ORD0082868,P000560,2025-05-22 20:12:54,Expired Product,109.85,Approved
RET0007813,ORD0082905,P000096,2025-05-21 20:23:27,Quality/Freshness Issue,0.0,Rejected
RET0007814,ORD0082905,P000081,2025-05-23 20:23:27,Quality/Freshness Issue,0.0,Pending
RET0007815,ORD0082931,P001754,2025-05-21 20:32:39,Expired Product,323.52,Approved
RET0007816,ORD0082938,P001336,2025-05-21 20:35:16,Damaged in Transit,291.65,Approved
RET0007817,ORD0082941,P001176,2025-05-21 20:37:08,Damaged in Transit,91.81,Approved
RET0007818,ORD0082941,P001870,2025-05-21 20:37:08,Damaged in Transit,10.71,Approved
RET0007819,ORD0082943,P001727,2025-05-22 20:37:22,Quality/Freshness Issue,0.0,Rejected
RET0007820,ORD0082957,P001673,2025-05-22 20:40:34,Damaged in Transit,80.82,Approved
RET0007821,ORD0082984,P001122,2025-05-21 20:48:46,Quality/Freshness Issue,0.0,Pending
RET0007822,ORD0082994,P001538,2025-05-21 20:52:33,Damaged in Transit,29.02,Approved
RET0007823,ORD0083010,P001439,2025-05-21 20:58:56,Damaged in Transit,106.92,Approved
RET0007824,ORD0083035,P001585,2025-05-21 21:10:41,Quality/Freshness Issue,36.8,Approved
RET0007825,ORD0083102,P002055,2025-05-21 21:41:49,Expired Product,0.0,Pending
RET0007826,ORD0083104,P001567,2025-05-22 21:43:20,Expired Product,0.0,Pending
RET0007827,ORD0083119,P002086,2025-05-22 21:51:57,Expired Product,0.0,Rejected
RET0007828,ORD0083123,P000644,2025-05-21 21:54:25,Damaged in Transit,170.2,Approved
RET0007829,ORD0083125,P000667,2025-05-21 21:55:06,Quality/Freshness Issue,195.24,Approved
RET0007830,ORD0083125,P001311,2025-05-22 21:55:06,Damaged in Transit,122.19,Approved
RET0007831,ORD0083135,P000419,2025-05-22 21:57:56,Wrong Item Delivered,29.93,Approved
RET0007832,ORD0083150,P001812,2025-05-21 22:08:48,Expired Product,385.36,Approved
RET0007833,ORD0083151,P000823,2025-05-21 22:09:09,Expired Product,44.05,Approved
RET0007834,ORD0083164,P000636,2025-05-22 22:24:53,Damaged in Transit,113.48,Approved
RET0007835,ORD0083169,P001369,2025-05-21 22:28:58,Expired Product,0.0,Pending
RET0007836,ORD0083191,P001467,2025-05-22 22:48:00,Quality/Freshness Issue,445.19,Approved
RET0007837,ORD0083192,P002248,2025-05-21 22:48:01,Wrong Item Delivered,39.0,Approved
RET0007838,ORD0083219,P002179,2025-05-21 23:31:16,Quality/Freshness Issue,175.03,Approved
RET0007839,ORD0083223,P000832,2025-05-22 23:37:57,Expired Product,85.95,Approved
RET0007840,ORD0083241,P000110,2025-05-22 23:57:11,Damaged in Transit,0.0,Rejected
RET0007841,ORD0083245,P000836,2025-05-23 06:06:44,Quality/Freshness Issue,99.31,Approved
RET0007842,ORD0083247,P000255,2025-05-22 06:17:07,Expired Product,0.0,Pending
RET0007843,ORD0083263,P001790,2025-05-23 07:27:46,Damaged in Transit,29.44,Approved
RET0007844,ORD0083263,P000119,2025-05-22 07:27:46,Damaged in Transit,45.48,Approved
RET0007845,ORD0083270,P001861,2025-05-22 07:42:08,Wrong Item Delivered,0.0,Pending
RET0007846,ORD0083285,P001092,2025-05-23 08:02:07,Quality/Freshness Issue,170.06,Approved
RET0007847,ORD0083289,P001412,2025-05-23 08:07:19,Wrong Item Delivered,47.96,Approved
RET0007848,ORD0083322,P001337,2025-05-23 08:40:38,Quality/Freshness Issue,51.61,Approved
RET0007849,ORD0083322,P001790,2025-05-23 08:40:38,Damaged in Transit,33.47,Approved
RET0007850,ORD0083327,P000646,2025-05-22 08:47:45,Damaged in Transit,55.91,Approved
RET0007851,ORD0083366,P002224,2025-05-22 09:26:40,Damaged in Transit,0.0,Pending
RET0007852,ORD0083374,P001344,2025-05-23 09:34:33,Quality/Freshness Issue,700.32,Approved
RET0007853,ORD0083378,P001457,2025-05-23 09:41:57,Quality/Freshness Issue,82.14,Approved
RET0007854,ORD0083394,P000514,2025-05-22 09:58:06,Expired Product,15.01,Approved
RET0007855,ORD0083398,P000391,2025-05-23 10:05:03,Quality/Freshness Issue,246.32,Approved
RET0007856,ORD0083437,P000299,2025-05-23 10:59:37,Damaged in Transit,164.37,Approved
RET0007857,ORD0083438,P001326,2025-05-22 10:59:43,Expired Product,0.0,Pending
RET0007858,ORD0083450,P001511,2025-05-23 11:15:10,Wrong Item Delivered,73.74,Approved
RET0007859,ORD0083450,P000471,2025-05-22 11:15:10,Wrong Item Delivered,49.46,Approved
RET0007860,ORD0083467,P000481,2025-05-22 11:29:14,Damaged in Transit,254.14,Approved
RET0007861,ORD0083469,P000227,2025-05-22 11:30:17,Damaged in Transit,14.68,Approved
RET0007862,ORD0083473,P000968,2025-05-22 11:33:15,Quality/Freshness Issue,65.93,Approved
RET0007863,ORD0083474,P001603,2025-05-22 11:37:42,Damaged in Transit,0.0,Rejected
RET0007864,ORD0083488,P001224,2025-05-22 11:51:01,Quality/Freshness Issue,0.0,Pending
RET0007865,ORD0083499,P002179,2025-05-25 12:00:54,Not as Expected,152.87,Approved
RET0007866,ORD0083514,P001101,2025-05-24 12:08:02,Damaged in Transit,31.1,Approved
RET0007867,ORD0083536,P001541,2025-05-22 12:23:22,Damaged in Transit,356.35,Approved
RET0007868,ORD0083540,P000788,2025-05-22 12:24:52,Quality/Freshness Issue,30.0,Approved
RET0007869,ORD0083541,P001664,2025-05-23 12:25:29,Quality/Freshness Issue,9.31,Approved
RET0007870,ORD0083543,P000723,2025-05-22 12:28:27,Quality/Freshness Issue,656.93,Approved
RET0007871,ORD0083564,P000696,2025-05-24 12:38:26,Quality/Freshness Issue,191.66,Approved
RET0007872,ORD0083566,P001539,2025-05-23 12:39:13,Expired Product,22.49,Approved
RET0007873,ORD0083570,P000164,2025-05-22 12:40:07,Damaged in Transit,0.0,Pending
RET0007874,ORD0083573,P001386,2025-05-23 12:40:23,Expired Product,0.0,Pending
RET0007875,ORD0083581,P000348,2025-05-22 12:44:43,Expired Product,0.0,Pending
RET0007876,ORD0083597,P002137,2025-05-22 12:54:44,Quality/Freshness Issue,206.56,Approved
RET0007877,ORD0083633,P001133,2025-05-23 13:14:14,Not as Expected,111.44,Approved
RET0007878,ORD0083647,P000087,2025-05-22 13:21:42,Wrong Item Delivered,168.16,Approved
RET0007879,ORD0083650,P001612,2025-05-24 13:24:55,Quality/Freshness Issue,321.84,Approved
RET0007880,ORD0083666,P000037,2025-05-24 13:31:21,Quality/Freshness Issue,51.26,Approved
RET0007881,ORD0083670,P001552,2025-05-22 13:34:24,Quality/Freshness Issue,0.0,Rejected
RET0007882,ORD0083689,P001446,2025-05-22 13:42:53,Damaged in Transit,69.23,Approved
RET0007883,ORD0083689,P000464,2025-05-23 13:42:53,Damaged in Transit,30.86,Approved
RET0007884,ORD0083690,P002256,2025-05-24 13:42:59,Damaged in Transit,151.21,Approved
RET0007885,ORD0083693,P000889,2025-05-23 13:43:54,Expired Product,115.85,Approved
RET0007886,ORD0083693,P000232,2025-05-23 13:43:54,Quality/Freshness Issue,99.74,Approved
RET0007887,ORD0083694,P002136,2025-05-23 13:44:18,Damaged in Transit,154.87,Approved
RET0007888,ORD0083696,P001162,2025-05-22 13:45:24,Expired Product,283.2,Approved
RET0007889,ORD0083703,P000660,2025-05-22 13:46:53,Wrong Item Delivered,174.86,Approved
RET0007890,ORD0083713,P001848,2025-05-22 13:52:20,Expired Product,0.0,Rejected
RET0007891,ORD0083730,P000811,2025-05-24 14:02:59,Damaged in Transit,219.76,Approved
RET0007892,ORD0083736,P000810,2025-05-22 14:05:21,Damaged in Transit,305.84,Approved
RET0007893,ORD0083757,P000045,2025-05-22 14:17:30,Wrong Item Delivered,472.09,Approved
RET0007894,ORD0083762,P001067,2025-05-22 14:19:11,Wrong Item Delivered,470.12,Approved
RET0007895,ORD0083766,P000217,2025-05-22 14:19:58,Wrong Item Delivered,635.37,Approved
RET0007896,ORD0083774,P002157,2025-05-22 14:22:58,Damaged in Transit,107.6,Approved
RET0007897,ORD0083795,P001366,2025-05-22 14:33:11,Damaged in Transit,140.75,Approved
RET0007898,ORD0083797,P000489,2025-05-22 14:33:25,Expired Product,0.0,Rejected
RET0007899,ORD0083802,P000032,2025-05-23 14:36:23,Damaged in Transit,0.0,Rejected
RET0007900,ORD0083807,P000426,2025-05-22 14:38:09,Damaged in Transit,0.0,Rejected
RET0007901,ORD0083819,P000672,2025-05-22 14:44:34,Wrong Item Delivered,112.5,Approved
RET0007902,ORD0083837,P001643,2025-05-22 14:50:55,Wrong Item Delivered,162.98,Approved
RET0007903,ORD0083852,P000691,2025-05-22 14:59:55,Expired Product,26.33,Approved
RET0007904,ORD0083852,P000984,2025-05-22 14:59:55,Not as Expected,113.88,Approved
RET0007905,ORD0083854,P001535,2025-05-22 15:04:23,Not as Expected,8.88,Approved
RET0007906,ORD0083856,P000471,2025-05-23 15:09:32,Wrong Item Delivered,239.82,Approved
RET0007907,ORD0083860,P001046,2025-05-23 15:16:16,Expired Product,32.71,Approved
RET0007908,ORD0083876,P000481,2025-05-22 15:49:12,Quality/Freshness Issue,0.0,Rejected
RET0007909,ORD0083886,P000390,2025-05-23 16:08:32,Quality/Freshness Issue,193.73,Approved
RET0007910,ORD0083892,P000743,2025-05-23 16:23:17,Wrong Item Delivered,35.48,Approved
RET0007911,ORD0083912,P001522,2025-05-23 17:03:47,Damaged in Transit,0.0,Pending
RET0007912,ORD0083912,P000160,2025-05-23 17:03:47,Quality/Freshness Issue,67.93,Approved
RET0007913,ORD0083922,P001330,2025-05-22 17:23:32,Quality/Freshness Issue,231.49,Approved
RET0007914,ORD0083925,P000216,2025-05-22 17:27:10,Expired Product,48.85,Approved
RET0007915,ORD0083939,P001623,2025-05-23 17:57:48,Expired Product,204.78,Approved
RET0007916,ORD0083943,P000853,2025-05-22 18:00:11,Wrong Item Delivered,72.18,Approved
RET0007917,ORD0083968,P001293,2025-05-22 18:10:04,Expired Product,32.66,Approved
RET0007918,ORD0083976,P000788,2025-05-22 18:12:53,Damaged in Transit,30.93,Approved
RET0007919,ORD0083986,P001953,2025-05-23 18:18:08,Damaged in Transit,40.79,Approved
RET0007920,ORD0083994,P000342,2025-05-22 18:21:56,Wrong Item Delivered,102.26,Approved
RET0007921,ORD0083997,P001623,2025-05-23 18:22:30,Damaged in Transit,202.1,Approved
RET0007922,ORD0084002,P001229,2025-05-22 18:24:20,Quality/Freshness Issue,52.72,Approved
RET0007923,ORD0084019,P000714,2025-05-22 18:33:30,Quality/Freshness Issue,23.25,Approved
RET0007924,ORD0084028,P000921,2025-05-22 18:37:14,Wrong Item Delivered,219.19,Approved
RET0007925,ORD0084033,P000715,2025-05-22 18:41:56,Damaged in Transit,55.9,Approved
RET0007926,ORD0084040,P000849,2025-05-23 18:43:59,Wrong Item Delivered,21.47,Approved
RET0007927,ORD0084047,P000947,2025-05-22 18:45:48,Wrong Item Delivered,47.42,Approved
RET0007928,ORD0084053,P001229,2025-05-22 18:47:04,Quality/Freshness Issue,22.36,Approved
RET0007929,ORD0084057,P001114,2025-05-24 18:49:04,Wrong Item Delivered,177.39,Approved
RET0007930,ORD0084062,P002027,2025-05-22 18:50:49,Damaged in Transit,0.0,Rejected
RET0007931,ORD0084083,P000841,2025-05-22 19:01:29,Damaged in Transit,39.25,Approved
RET0007932,ORD0084083,P001729,2025-05-22 19:01:29,Damaged in Transit,201.74,Approved
RET0007933,ORD0084113,P002190,2025-05-22 19:13:30,Quality/Freshness Issue,28.07,Approved
RET0007934,ORD0084114,P001574,2025-05-23 19:13:40,Quality/Freshness Issue,26.77,Approved
RET0007935,ORD0084115,P000489,2025-05-22 19:14:12,Wrong Item Delivered,19.34,Approved
RET0007936,ORD0084117,P000574,2025-05-22 19:14:26,Quality/Freshness Issue,0.0,Rejected
RET0007937,ORD0084118,P000852,2025-05-22 19:14:29,Quality/Freshness Issue,65.47,Approved
RET0007938,ORD0084138,P000954,2025-05-24 19:19:10,Not as Expected,141.41,Approved
RET0007939,ORD0084141,P001356,2025-05-22 19:19:35,Quality/Freshness Issue,14.71,Approved
RET0007940,ORD0084180,P001527,2025-05-23 19:31:07,Damaged in Transit,6.74,Approved
RET0007941,ORD0084193,P002186,2025-05-23 19:34:53,Damaged in Transit,271.69,Approved
RET0007942,ORD0084215,P002069,2025-05-22 19:43:41,Wrong Item Delivered,55.9,Approved
RET0007943,ORD0084215,P002271,2025-05-22 19:43:41,Damaged in Transit,26.6,Approved
RET0007944,ORD0084219,P000410,2025-05-22 19:45:35,Damaged in Transit,93.54,Approved
RET0007945,ORD0084225,P001379,2025-05-22 19:47:21,Quality/Freshness Issue,56.05,Approved
RET0007946,ORD0084237,P000924,2025-05-22 19:51:29,Quality/Freshness Issue,15.07,Approved
RET0007947,ORD0084251,P000630,2025-05-22 19:56:10,Quality/Freshness Issue,244.25,Approved
RET0007948,ORD0084254,P000740,2025-05-22 19:56:53,Damaged in Transit,0.0,Pending
RET0007949,ORD0084288,P000352,2025-05-25 20:06:21,Damaged in Transit,89.69,Approved
RET0007950,ORD0084292,P001788,2025-05-23 20:07:09,Not as Expected,309.62,Approved
RET0007951,ORD0084296,P002142,2025-05-23 20:08:58,Damaged in Transit,366.0,Approved
RET0007952,ORD0084322,P001681,2025-05-22 20:20:09,Quality/Freshness Issue,0.0,Rejected
RET0007953,ORD0084343,P002239,2025-05-22 20:30:21,Expired Product,45.68,Approved
RET0007954,ORD0084345,P002286,2025-05-24 20:30:59,Quality/Freshness Issue,46.27,Approved
RET0007955,ORD0084350,P002120,2025-05-22 20:33:35,Damaged in Transit,49.39,Approved
RET0007956,ORD0084364,P000917,2025-05-22 20:37:41,Wrong Item Delivered,10.35,Approved
RET0007957,ORD0084366,P001678,2025-05-24 20:38:09,Expired Product,17.08,Approved
RET0007958,ORD0084378,P001317,2025-05-23 20:43:09,Damaged in Transit,195.99,Approved
RET0007959,ORD0084393,P000858,2025-05-24 20:47:32,Quality/Freshness Issue,35.73,Approved
RET0007960,ORD0084403,P001337,2025-05-23 20:50:15,Damaged in Transit,54.18,Approved
RET0007961,ORD0084405,P001585,2025-05-22 20:50:25,Wrong Item Delivered,80.41,Approved
RET0007962,ORD0084460,P000900,2025-05-22 21:08:40,Quality/Freshness Issue,20.81,Approved
RET0007963,ORD0084460,P002020,2025-05-23 21:08:40,Expired Product,236.23,Approved
RET0007964,ORD0084477,P001161,2025-05-22 21:16:55,Expired Product,115.53,Approved
RET0007965,ORD0084481,P000404,2025-05-24 21:17:52,Damaged in Transit,131.75,Approved
RET0007966,ORD0084488,P000249,2025-05-22 21:21:07,Damaged in Transit,54.04,Approved
RET0007967,ORD0084491,P000560,2025-05-22 21:22:30,Quality/Freshness Issue,332.49,Approved
RET0007968,ORD0084491,P000823,2025-05-23 21:22:30,Wrong Item Delivered,64.57,Approved
RET0007969,ORD0084495,P000672,2025-05-22 21:25:05,Expired Product,481.06,Approved
RET0007970,ORD0084539,P001638,2025-05-22 21:43:32,Quality/Freshness Issue,18.13,Approved
RET0007971,ORD0084573,P001539,2025-05-22 21:55:43,Damaged in Transit,17.77,Approved
RET0007972,ORD0084631,P001752,2025-05-24 23:04:43,Expired Product,0.0,Rejected
RET0007973,ORD0084635,P001056,2025-05-23 23:08:02,Expired Product,16.09,Approved
RET0007974,ORD0084639,P001813,2025-05-23 23:11:58,Damaged in Transit,39.55,Approved
RET0007975,ORD0084646,P001290,2025-05-22 23:20:34,Damaged in Transit,147.57,Approved
RET0007976,ORD0084654,P001665,2025-05-22 23:37:05,Damaged in Transit,54.61,Approved
RET0007977,ORD0084682,P001792,2025-05-23 06:18:22,Wrong Item Delivered,0.0,Rejected
RET0007978,ORD0084686,P002064,2025-05-23 06:33:58,Expired Product,274.96,Approved
RET0007979,ORD0084700,P001293,2025-05-23 07:18:31,Not as Expected,31.2,Approved
RET0007980,ORD0084702,P001169,2025-05-23 07:22:00,Damaged in Transit,40.06,Approved
RET0007981,ORD0084709,P000805,2025-05-24 07:32:04,Quality/Freshness Issue,0.0,Pending
RET0007982,ORD0084713,P000952,2025-05-23 07:37:58,Wrong Item Delivered,243.83,Approved
RET0007983,ORD0084716,P000231,2025-05-23 07:44:48,Wrong Item Delivered,185.67,Approved
RET0007984,ORD0084719,P001638,2025-05-23 07:51:37,Damaged in Transit,19.22,Approved
RET0007985,ORD0084722,P000707,2025-05-23 07:55:59,Damaged in Transit,204.19,Approved
RET0007986,ORD0084728,P001284,2025-05-24 08:14:19,Wrong Item Delivered,128.46,Approved
RET0007987,ORD0084749,P001528,2025-05-23 08:49:16,Damaged in Transit,225.83,Approved
RET0007988,ORD0084759,P002097,2025-05-23 08:59:29,Quality/Freshness Issue,47.77,Approved
RET0007989,ORD0084760,P002238,2025-05-23 08:59:46,Wrong Item Delivered,32.27,Approved
RET0007990,ORD0084763,P001232,2025-05-23 09:01:08,Wrong Item Delivered,0.0,Pending
RET0007991,ORD0084766,P001337,2025-05-24 09:03:58,Expired Product,51.95,Approved
RET0007992,ORD0084779,P001006,2025-05-24 09:11:11,Damaged in Transit,113.51,Approved
RET0007993,ORD0084779,P000537,2025-05-24 09:11:11,Expired Product,0.0,Rejected
RET0007994,ORD0084790,P001300,2025-05-24 09:25:54,Damaged in Transit,173.58,Approved
RET0007995,ORD0084800,P002047,2025-05-23 09:37:07,Not as Expected,0.0,Pending
RET0007996,ORD0084814,P000120,2025-05-23 09:58:31,Damaged in Transit,19.97,Approved
RET0007997,ORD0084816,P000019,2025-05-24 09:59:01,Quality/Freshness Issue,0.0,Pending
RET0007998,ORD0084827,P002314,2025-05-23 10:14:20,Wrong Item Delivered,12.13,Approved
RET0007999,ORD0084827,P000361,2025-05-25 10:14:20,Quality/Freshness Issue,111.26,Approved
RET0008000,ORD0084836,P001612,2025-05-23 10:19:55,Not as Expected,222.66,Approved
RET0008001,ORD0084841,P001418,2025-05-23 10:23:02,Expired Product,24.77,Approved
RET0008002,ORD0084849,P000656,2025-05-23 10:31:00,Expired Product,153.72,Approved
RET0008003,ORD0084850,P001978,2025-05-23 10:32:21,Wrong Item Delivered,22.55,Approved
RET0008004,ORD0084856,P001968,2025-05-24 10:38:48,Expired Product,0.0,Rejected
RET0008005,ORD0084858,P001736,2025-05-24 10:40:00,Wrong Item Delivered,75.85,Approved
RET0008006,ORD0084888,P002177,2025-05-26 11:13:04,Wrong Item Delivered,142.3,Approved
RET0008007,ORD0084894,P000878,2025-05-23 11:15:53,Expired Product,55.4,Approved
RET0008008,ORD0084894,P001388,2025-05-23 11:15:53,Damaged in Transit,469.82,Approved
RET0008009,ORD0084911,P001819,2025-05-23 11:37:42,Wrong Item Delivered,0.0,Rejected
RET0008010,ORD0084912,P001630,2025-05-23 11:38:22,Damaged in Transit,49.58,Approved
RET0008011,ORD0084919,P000974,2025-05-23 11:47:18,Not as Expected,0.0,Rejected
RET0008012,ORD0084935,P000376,2025-05-24 12:01:40,Expired Product,72.8,Approved
RET0008013,ORD0084953,P001458,2025-05-23 12:13:17,Expired Product,103.56,Approved
RET0008014,ORD0084955,P001449,2025-05-23 12:14:03,Quality/Freshness Issue,132.03,Approved
RET0008015,ORD0084963,P000534,2025-05-25 12:24:31,Damaged in Transit,58.17,Approved
RET0008016,ORD0084972,P002044,2025-05-24 12:31:52,Expired Product,458.26,Approved
RET0008017,ORD0084989,P001323,2025-05-23 12:39:54,Quality/Freshness Issue,42.57,Approved
RET0008018,ORD0085004,P001210,2025-05-23 12:50:37,Damaged in Transit,45.23,Approved
RET0008019,ORD0085022,P001127,2025-05-26 13:00:33,Wrong Item Delivered,120.0,Approved
RET0008020,ORD0085046,P000022,2025-05-23 13:12:32,Quality/Freshness Issue,30.31,Approved
RET0008021,ORD0085053,P000129,2025-05-24 13:14:24,Quality/Freshness Issue,8.27,Approved
RET0008022,ORD0085060,P001684,2025-05-24 13:16:31,Expired Product,93.51,Approved
RET0008023,ORD0085061,P001955,2025-05-24 13:17:41,Wrong Item Delivered,46.08,Approved
RET0008024,ORD0085076,P000201,2025-05-23 13:22:51,Wrong Item Delivered,71.16,Approved
RET0008025,ORD0085098,P000284,2025-05-24 13:31:18,Wrong Item Delivered,379.31,Approved
RET0008026,ORD0085098,P000489,2025-05-24 13:31:18,Damaged in Transit,0.0,Rejected
RET0008027,ORD0085107,P001468,2025-05-24 13:33:18,Wrong Item Delivered,38.71,Approved
RET0008028,ORD0085107,P000615,2025-05-24 13:33:18,Wrong Item Delivered,90.68,Approved
RET0008029,ORD0085116,P000020,2025-05-24 13:35:49,Quality/Freshness Issue,46.2,Approved
RET0008030,ORD0085116,P001973,2025-05-24 13:35:49,Expired Product,0.0,Rejected
RET0008031,ORD0085117,P001943,2025-05-24 13:36:03,Damaged in Transit,110.99,Approved
RET0008032,ORD0085119,P001114,2025-05-24 13:36:48,Wrong Item Delivered,207.59,Approved
RET0008033,ORD0085123,P001522,2025-05-23 13:39:26,Not as Expected,212.6,Approved
RET0008034,ORD0085129,P002286,2025-05-23 13:41:56,Expired Product,108.48,Approved
RET0008035,ORD0085137,P001299,2025-05-24 13:45:12,Quality/Freshness Issue,255.94,Approved
RET0008036,ORD0085145,P001394,2025-05-23 13:48:48,Quality/Freshness Issue,0.0,Rejected
RET0008037,ORD0085145,P001574,2025-05-24 13:48:48,Damaged in Transit,31.31,Approved
RET0008038,ORD0085153,P001982,2025-05-23 13:51:34,Damaged in Transit,86.68,Approved
RET0008039,ORD0085154,P000469,2025-05-25 13:52:28,Wrong Item Delivered,0.0,Pending
RET0008040,ORD0085170,P000420,2025-05-24 14:00:07,Wrong Item Delivered,67.3,Approved
RET0008041,ORD0085175,P000077,2025-05-24 14:01:49,Not as Expected,0.0,Pending
RET0008042,ORD0085199,P000714,2025-05-23 14:11:53,Damaged in Transit,17.12,Approved
RET0008043,ORD0085200,P001539,2025-05-23 14:12:10,Quality/Freshness Issue,18.15,Approved
RET0008044,ORD0085205,P000160,2025-05-23 14:17:43,Wrong Item Delivered,64.64,Approved
RET0008045,ORD0085232,P001290,2025-05-25 14:30:51,Quality/Freshness Issue,0.0,Rejected
RET0008046,ORD0085248,P002114,2025-05-24 14:35:01,Damaged in Transit,0.0,Rejected
RET0008047,ORD0085253,P000927,2025-05-24 14:36:49,Damaged in Transit,58.68,Approved
RET0008048,ORD0085256,P000583,2025-05-23 14:37:54,Damaged in Transit,0.0,Rejected
RET0008049,ORD0085266,P002173,2025-05-24 14:42:25,Expired Product,17.95,Approved
RET0008050,ORD0085267,P001750,2025-05-23 14:42:45,Expired Product,25.64,Approved
RET0008051,ORD0085272,P000017,2025-05-23 14:44:52,Wrong Item Delivered,0.0,Rejected
RET0008052,ORD0085273,P001249,2025-05-23 14:45:12,Quality/Freshness Issue,391.14,Approved
RET0008053,ORD0085274,P000274,2025-05-23 14:45:36,Expired Product,107.01,Approved
RET0008054,ORD0085290,P001930,2025-05-24 14:53:50,Damaged in Transit,0.0,Pending
RET0008055,ORD0085304,P001585,2025-05-23 14:57:59,Expired Product,26.36,Approved
RET0008056,ORD0085356,P001224,2025-05-23 16:20:18,Expired Product,18.21,Approved
RET0008057,ORD0085365,P001953,2025-05-23 16:31:08,Expired Product,42.91,Approved
RET0008058,ORD0085384,P001075,2025-05-24 16:56:42,Wrong Item Delivered,225.87,Approved
RET0008059,ORD0085392,P001521,2025-05-23 17:12:13,Expired Product,59.51,Approved
RET0008060,ORD0085393,P001769,2025-05-24 17:13:11,Quality/Freshness Issue,94.4,Approved
RET0008061,ORD0085395,P001311,2025-05-23 17:16:01,Quality/Freshness Issue,0.0,Rejected
RET0008062,ORD0085400,P001802,2025-05-23 17:22:04,Wrong Item Delivered,335.67,Approved
RET0008063,ORD0085414,P001840,2025-05-23 17:51:39,Expired Product,44.69,Approved
RET0008064,ORD0085414,P000584,2025-05-23 17:51:39,Quality/Freshness Issue,188.93,Approved
RET0008065,ORD0085421,P001221,2025-05-23 17:57:54,Wrong Item Delivered,280.06,Approved
RET0008066,ORD0085427,P001576,2025-05-23 18:02:49,Damaged in Transit,47.44,Approved
RET0008067,ORD0085439,P000485,2025-05-24 18:06:53,Quality/Freshness Issue,242.74,Approved
RET0008068,ORD0085443,P000021,2025-05-23 18:07:17,Quality/Freshness Issue,96.32,Approved
