Product_ID,SKU,Product_Name,Brand,Brand_Tier,Category,Sub_Category,Item,Type,Variant,Flavour,Unit,Size,MRP,Selling_Price,Cost_Price,Discount_Percentage,Shelf_Life_Days,Storage_Type,GST_Percentage,Is_Perishable,Product_Status,Average_Rating,Launch_Status
P000522,ITC-FRI-VEG-4000,ITC Master Chef Fries & Bites Aloo Tikki Veg Spicy 400.0 g,ITC Master Chef,Popular,Frozen Foods,Frozen Snacks,Fries & Bites,Aloo Tikki,Veg,Spicy,g,400.0,209,192.51,138.05,7.9,180,Frozen,18,True,Available,4.3,Regular
P000523,HAL-CHI-FRI-300-2,Haldiram's Chips Nachos Fried Classic Salted 30.0 g,Haldiram's,Popular,Snacks,Munchies,Chips,Nachos,Fried,Classic Salted,g,30.0,14,11.87,7.96,15.2,180,Ambient,12,False,Available,4.3,Regular
P000524,REL-CHI-ANT-2500-2,Relish Chicken Wings Antibiotic Free 250.0 g,Relish,Popular,Meat & Fish,Chicken,Chicken,Wings,Antibiotic Free,Not Applicable,g,250.0,109,101.03,80.6,7.3,3,Refrigerated,5,True,Available,4.4,Regular
P000525,FAR-TOM-ORG-10,Farm Fresh Tomato Hybrid Organic 1.0 kg,Farm Fresh,Popular,Fruits & Vegetables,Fresh Vegetables,Tomato,Hybrid,Organic,Not Applicable,kg,1.0,69,60.39,48.71,12.5,4,Ambient,0,True,Available,4.3,Regular
P000526,FAR-TOM-REG-15,Farm Fresh Tomato Cherry Regular 1.5 kg,Farm Fresh,Popular,Fruits & Vegetables,Fresh Vegetables,Tomato,Cherry,Regular,Not Applicable,kg,1.5,105,100.03,75.89,4.7,4,Ambient,0,True,Available,4.6,Regular
P000527,AAS-CHA-GLU-100-1,Aashirvaad Chakki Atta Wheat Gluten Free 10.0 kg,Aashirvaad,Premium,Staples & Grocery,Atta,Chakki Atta,Wheat,Gluten Free,Not Applicable,kg,10.0,535,479.13,312.06,10.4,90,Ambient,0,False,Available,4.8,Regular
P000528,HAL-CHI-BAK-300-3,Haldiram's Potato Chips Baked Magic Masala 30.0 g,Haldiram's,Popular,Snacks,Munchies,Chips,Potato Chips,Baked,Magic Masala,g,30.0,15,13.93,10.32,7.1,180,Ambient,12,False,Available,4.5,Regular
P000529,BEN-COL-STA-1000-3,Benadryl Cold Relief Inhaler Standard Honey 100.0 ml,Benadryl,Popular,Pharmacy,Cold & Flu,Cold Relief,Inhaler,Standard,Honey,ml,100.0,119,93.45,72.49,21.5,730,Ambient,12,False,Available,4.2,Regular
P000530,LAY-CHI-ROA-900-3,Lay's Corn Chips Roasted Cream & Onion 90.0 g,Lay's,Popular,Snacks,Munchies,Chips,Corn Chips,Roasted,Cream & Onion,g,90.0,45,41.19,30.44,8.5,180,Ambient,12,False,Available,4.3,Regular
P000531,DOT-FAC-HYD-500-2,Dot & Key Face Serum Liquid Serum Hydrating Hyaluronic Acid 50.0 ml,Dot & Key,Premium,Beauty & Personal Care,Skin Care,Face Serum,Liquid Serum,Hydrating,Hyaluronic Acid,ml,50.0,739,647.43,323.85,12.4,730,Ambient,18,False,Discontinued,4.5,Regular
P000532,UNB-CHI-WIT-5000,Unbranded Chicken Curry Cut With Skin 500.0 g,Unbranded,Budget,Meat & Fish,Chicken,Chicken,Curry Cut,With Skin,Not Applicable,g,500.0,265,262.86,192.18,0.8,3,Refrigerated,5,True,Available,4.1,Regular
P000533,MIN-FAC-ANT-300,Minimalist Face Serum Liquid Serum Anti-Acne Vitamin C 30.0 ml,Minimalist,Premium,Beauty & Personal Care,Skin Care,Face Serum,Liquid Serum,Anti-Acne,Vitamin C,ml,30.0,629,566.84,344.21,9.9,730,Ambient,18,False,Available,4.6,Regular
P000534,MIL-MIL-ORG-10,Milky Mist Buffalo Milk Organic Plain 1.0 L,Milky Mist,Popular,"Dairy, Bread & Eggs",Milk,Milk,Buffalo Milk,Organic,Plain,L,1.0,79,61.01,40.83,22.8,2,Refrigerated,0,True,Available,4.5,Regular
P000535,FOR-CHA-GLU-300,Fortune Chakki Atta Maida Gluten Free 30.0 kg,Fortune,Popular,Staples & Grocery,Atta,Chakki Atta,Maida,Gluten Free,Not Applicable,kg,30.0,1875,1781.12,1257.3,5.0,90,Ambient,0,False,Available,4.4,Regular
P000536,PRI-CHI-ROA-900-2,Pringles Chips Extruded Snacks Roasted Cheese 90.0 g,Pringles,Premium,Snacks,Munchies,Chips,Extruded Snacks,Roasted,Cheese,g,90.0,45,41.56,31.4,7.7,180,Ambient,12,False,Available,4.8,Regular
P000537,BIN-CHI-ROA-300-1,Bingo Chips Extruded Snacks Roasted Magic Masala 30.0 g,Bingo,Budget,Snacks,Munchies,Chips,Extruded Snacks,Roasted,Magic Masala,g,30.0,17,15.63,11.16,8.1,180,Ambient,12,False,Available,3.9,Regular
P000538,MIL-MIL-SKI-10,Milky Mist Cow Milk Skimmed Plain 1.0 L,Milky Mist,Popular,"Dairy, Bread & Eggs",Milk,Milk,Cow Milk,Skimmed,Plain,L,1.0,75,62.85,47.12,16.2,2,Refrigerated,0,True,Available,4.6,Regular
P000539,DUR-BAT-AAA-40,Duracell Batteries Zinc Carbon AAA 4.0 pack,Duracell,Premium,Household Essentials,Electronics,Batteries,Zinc Carbon,AAA,Not Applicable,pack,4.0,119,107.64,80.24,9.6,3650,Ambient,18,False,Available,4.5,Seasonal
P000540,FAR-TOM-REG-5000-1,Farm Fresh Tomato Cherry Regular 500.0 g,Farm Fresh,Popular,Fruits & Vegetables,Fresh Vegetables,Tomato,Cherry,Regular,Not Applicable,g,500.0,25,21.34,18.05,14.7,4,Ambient,0,True,Available,4.3,Regular
P000541,NAT-CHA-SHA-10,Nature Fresh Chakki Atta Maida Sharbati 1.0 kg,Nature Fresh,Popular,Staples & Grocery,Atta,Chakki Atta,Maida,Sharbati,Not Applicable,kg,1.0,69,63.12,45.19,8.5,90,Ambient,0,False,Available,4.5,Regular
P000542,MAM-FAC-ANT-300-3,Mamaearth Face Serum Liquid Serum Anti-Acne Hyaluronic Acid 30.0 ml,Mamaearth,Popular,Beauty & Personal Care,Skin Care,Face Serum,Liquid Serum,Anti-Acne,Hyaluronic Acid,ml,30.0,455,341.14,201.98,25.0,730,Ambient,18,False,Available,4.5,Regular
P000543,MCC-FRI-CHI-7500-1,McCain Fries & Bites Nuggets Chicken Masala 750.0 g,McCain,Premium,Frozen Foods,Frozen Snacks,Fries & Bites,Nuggets,Chicken,Masala,g,750.0,339,309.3,207.02,8.8,180,Frozen,18,True,Available,4.8,Regular
P000544,THE-FAC-HYD-300-3,The Derma Co Face Serum Liquid Serum Hydrating Vitamin C 30.0 ml,The Derma Co,Premium,Beauty & Personal Care,Skin Care,Face Serum,Liquid Serum,Hydrating,Vitamin C,ml,30.0,699,637.46,405.37,8.8,730,Ambient,18,False,Available,4.9,Regular
P000545,AAS-CHA-SHA-10-1,Aashirvaad Chakki Atta Wheat Sharbati 1.0 kg,Aashirvaad,Premium,Staples & Grocery,Atta,Chakki Atta,Wheat,Sharbati,Not Applicable,kg,1.0,59,50.6,40.07,14.2,90,Ambient,0,False,Available,4.6,New Arrival
P000546,NIV-FAC-HYD-500-1,Nivea Face Serum Gel Hydrating Hyaluronic Acid 50.0 ml,Nivea,Popular,Beauty & Personal Care,Skin Care,Face Serum,Gel,Hydrating,Hyaluronic Acid,ml,50.0,779,720.52,384.82,7.5,730,Ambient,18,False,Available,4.4,Regular
P000547,ITC-FRI-CHI-7500-5,ITC Master Chef Fries & Bites French Fries Chicken Classic 750.0 g,ITC Master Chef,Popular,Frozen Foods,Frozen Snacks,Fries & Bites,French Fries,Chicken,Classic,g,750.0,305,206.24,137.17,32.4,180,Frozen,18,True,Low Stock,4.4,Regular
P000548,AAS-CHA-SHA-200,Aashirvaad Chakki Atta Multigrain Sharbati 20.0 kg,Aashirvaad,Premium,Staples & Grocery,Atta,Chakki Atta,Multigrain,Sharbati,Not Applicable,kg,20.0,1035,861.81,599.83,16.7,90,Ambient,0,False,Available,4.9,Regular
P000549,NAT-CHA-GLU-12-1,Nature Fresh Chakki Atta Maida Gluten Free 1.2 kg,Nature Fresh,Popular,Staples & Grocery,Atta,Chakki Atta,Maida,Gluten Free,Not Applicable,kg,1.2,95,94.11,62.81,0.9,90,Ambient,0,False,Available,4.2,Regular
P000550,NIV-FAC-ANT-62,Nivea Face Serum Gel Anti-Acne Salicylic Acid 62 ml,Nivea,Popular,Beauty & Personal Care,Skin Care,Face Serum,Gel,Anti-Acne,Salicylic Acid,ml,62.0,945,833.6,423.76,11.8,730,Ambient,18,False,Available,4.2,Regular
P000551,NIV-FAC-BRI-500,Nivea Face Serum Liquid Serum Brightening Hyaluronic Acid 50.0 ml,Nivea,Popular,Beauty & Personal Care,Skin Care,Face Serum,Liquid Serum,Brightening,Hyaluronic Acid,ml,50.0,665,661.28,443.33,0.6,730,Ambient,18,False,Available,4.3,Regular
P000552,FOR-CHA-SEL-100-1,Fortune Chakki Atta Wheat Select 10.0 kg,Fortune,Popular,Staples & Grocery,Atta,Chakki Atta,Wheat,Select,Not Applicable,kg,10.0,489,441.27,351.51,9.8,90,Ambient,0,False,Available,4.4,New Arrival
P000553,NAT-CHA-GLU-125-1,Nature Fresh Chakki Atta Multigrain Gluten Free 12.5 kg,Nature Fresh,Popular,Staples & Grocery,Atta,Chakki Atta,Multigrain,Gluten Free,Not Applicable,kg,12.5,769,620.45,452.25,19.3,90,Ambient,0,False,Available,4.4,Regular
P000554,NAT-CHA-SHA-300-1,Nature Fresh Chakki Atta Maida Sharbati 30.0 kg,Nature Fresh,Popular,Staples & Grocery,Atta,Chakki Atta,Maida,Sharbati,Not Applicable,kg,30.0,1909,1811.5,1397.83,5.1,90,Ambient,0,False,Available,4.2,Regular
P000555,PHI-BAT-AAA-40,Philips Batteries Zinc Carbon AAA 4.0 pack,Philips,Premium,Household Essentials,Electronics,Batteries,Zinc Carbon,AAA,Not Applicable,pack,4.0,155,104.59,75.52,32.5,3650,Ambient,18,False,Available,4.6,Seasonal
P000556,LAY-CHI-BAK-1500-3,Lay's Potato Chips Baked Cheese 150.0 g,Lay's,Popular,Snacks,Munchies,Chips,Potato Chips,Baked,Cheese,g,150.0,89,62.45,42.59,29.8,180,Ambient,12,False,Available,4.4,New Arrival
P000557,LAY-CHI-FRI-300-3,Lay's Chips Extruded Snacks Fried Tomato 30.0 g,Lay's,Popular,Snacks,Munchies,Chips,Extruded Snacks,Fried,Tomato,g,30.0,17,16.55,11.88,2.7,180,Ambient,12,False,Available,4.4,Regular
P000558,FAR-ONI-REG-30-2,Farm Fresh Onion Red Regular 3.0 kg,Farm Fresh,Popular,Fruits & Vegetables,Fresh Vegetables,Onion,Red,Regular,Not Applicable,kg,3.0,139,92.47,75.77,33.5,4,Ambient,0,True,Available,4.5,Regular
P000559,LAY-CHI-FRI-1500-2,Lay's Corn Chips Fried Tomato 150.0 g,Lay's,Popular,Snacks,Munchies,Chips,Corn Chips,Fried,Tomato,g,150.0,65,56.08,42.44,13.7,180,Ambient,12,False,Available,4.5,Regular
P000560,ARI-DET-TOP-10-3,Ariel Detergent Powder Top Load Fresh Spring 1.0 kg,Ariel,Premium,Household Essentials,Cleaning Essentials,Detergent,Powder,Top Load,Fresh Spring,kg,1.0,129,120.72,79.26,6.4,730,Ambient,18,False,Available,4.7,Regular
P000561,FOR-CHA-SEL-10,Fortune Chakki Atta Wheat Select 1.0 kg,Fortune,Popular,Staples & Grocery,Atta,Chakki Atta,Wheat,Select,Not Applicable,kg,1.0,49,45.24,34.96,7.7,90,Ambient,0,False,Out Of Stock,4.3,Regular
P000562,VIM-DET-FRO-10-1,Vim Detergent Pods Front Load Lavender 1.0 kg,Vim,Popular,Household Essentials,Cleaning Essentials,Detergent,Pods,Front Load,Lavender,kg,1.0,209,169.19,115.19,19.0,730,Ambient,18,False,Available,4.3,Regular
P000563,FOR-CHA-GLU-200,Fortune Chakki Atta Besan Gluten Free 20.0 kg,Fortune,Popular,Staples & Grocery,Atta,Chakki Atta,Besan,Gluten Free,Not Applicable,kg,20.0,875,569.57,406.57,34.9,90,Ambient,0,False,Available,4.4,Regular
P000564,HAL-CHI-ROA-900,Haldiram's Chips Extruded Snacks Roasted Magic Masala 90.0 g,Haldiram's,Popular,Snacks,Munchies,Chips,Extruded Snacks,Roasted,Magic Masala,g,90.0,35,30.78,21.36,12.1,180,Ambient,12,False,Available,4.5,Regular
P000565,PAT-CHA-GLU-10,Patanjali Chakki Atta Maida Gluten Free 1.0 kg,Patanjali,Budget,Staples & Grocery,Atta,Chakki Atta,Maida,Gluten Free,Not Applicable,kg,1.0,79,74.47,54.57,5.7,90,Ambient,0,False,Available,4.3,Regular
P000566,HAL-CHI-BAK-300-4,Haldiram's Chips Extruded Snacks Baked Classic Salted 30.0 g,Haldiram's,Popular,Snacks,Munchies,Chips,Extruded Snacks,Baked,Classic Salted,g,30.0,15,14.91,11.87,0.6,180,Ambient,12,False,Available,4.6,Regular
P000567,FOR-CHA-GLU-300-1,Fortune Chakki Atta Wheat Gluten Free 30.0 kg,Fortune,Popular,Staples & Grocery,Atta,Chakki Atta,Wheat,Gluten Free,Not Applicable,kg,30.0,1939,1275.54,842.91,34.2,90,Ambient,0,False,Available,4.3,Seasonal
P000568,LAY-CHI-BAK-900-4,Lay's Chips Nachos Baked Cream & Onion 90.0 g,Lay's,Popular,Snacks,Munchies,Chips,Nachos,Baked,Cream & Onion,g,90.0,49,45.21,32.73,7.7,180,Ambient,12,False,Available,4.5,Regular
P000569,MAM-FAC-HYD-500-1,Mamaearth Face Serum Liquid Serum Hydrating Niacinamide 50.0 ml,Mamaearth,Popular,Beauty & Personal Care,Skin Care,Face Serum,Liquid Serum,Hydrating,Niacinamide,ml,50.0,715,647.22,327.54,9.5,730,Ambient,18,False,Available,4.5,Regular
P000570,DOT-FAC-BRI-300-1,Dot & Key Face Serum Gel Brightening Niacinamide 30.0 ml,Dot & Key,Premium,Beauty & Personal Care,Skin Care,Face Serum,Gel,Brightening,Niacinamide,ml,30.0,795,728.74,393.58,8.3,730,Ambient,18,False,Available,4.8,Regular
P000571,LIC-CHI-ANT-10,Licious Chicken Boneless Antibiotic Free 1.0 kg,Licious,Premium,Meat & Fish,Chicken,Chicken,Boneless,Antibiotic Free,Not Applicable,kg,1.0,529,520.04,407.27,1.7,3,Refrigerated,5,True,Available,4.7,Regular
P000572,ITC-FRI-CHI-4000-2,ITC Master Chef Fries & Bites Nuggets Chicken Spicy 400.0 g,ITC Master Chef,Popular,Frozen Foods,Frozen Snacks,Fries & Bites,Nuggets,Chicken,Spicy,g,400.0,125,114.51,89.6,8.4,180,Frozen,18,True,Available,4.2,Seasonal
P000573,NES-COF-CLA-500-2,Nescafé Coffee Powder Roast & Ground Classic Mocha 50.0 g,Nescafé,Popular,Beverages,Coffee,Coffee Powder,Roast & Ground,Classic,Mocha,g,50.0,119,117.69,87.84,1.1,365,Ambient,18,False,Available,4.3,Seasonal
P000574,BRU-COF-DEC-500-1,Bru Coffee Powder Filter Decaf Vanilla 50.0 g,Bru,Popular,Beverages,Coffee,Coffee Powder,Filter,Decaf,Vanilla,g,50.0,119,111.89,80.68,6.0,365,Ambient,18,False,Available,4.5,Regular
P000575,FAR-APP-WAX-10,Farm Fresh Apple Royal Gala Wax Free 1.0 kg,Farm Fresh,Popular,Fruits & Vegetables,Fresh Fruits,Apple,Royal Gala,Wax Free,Not Applicable,kg,1.0,285,267.96,225.53,6.0,5,Refrigerated,0,True,Available,4.5,Regular
P000576,NES-COF-CLA-1000-3,Nescafé Coffee Powder Instant Classic Mocha 100.0 g,Nescafé,Popular,Beverages,Coffee,Coffee Powder,Instant,Classic,Mocha,g,100.0,285,271.35,177.36,4.8,365,Ambient,18,False,Available,4.4,Seasonal
P000577,KUR-CHI-BAK-300-3,Kurkure Chips Nachos Baked Tomato 30.0 g,Kurkure,Popular,Snacks,Munchies,Chips,Nachos,Baked,Tomato,g,30.0,15,12.6,9.11,16.0,180,Ambient,12,False,Available,4.2,Regular
P000578,BIN-CHI-BAK-1500-3,Bingo Chips Nachos Baked Magic Masala 150.0 g,Bingo,Budget,Snacks,Munchies,Chips,Nachos,Baked,Magic Masala,g,150.0,95,81.72,56.6,14.0,180,Ambient,12,False,Available,4.0,Regular
P000579,MCC-FRI-VEG-4000-3,McCain Fries & Bites Cheese Balls Veg Masala 400.0 g,McCain,Premium,Frozen Foods,Frozen Snacks,Fries & Bites,Cheese Balls,Veg,Masala,g,400.0,159,158.9,118.9,0.1,180,Frozen,18,True,Available,4.6,Regular
P000580,HAL-CHI-FRI-300-3,Haldiram's Corn Chips Fried Cheese 30.0 g,Haldiram's,Popular,Snacks,Munchies,Chips,Corn Chips,Fried,Cheese,g,30.0,14,13.61,10.45,2.8,180,Ambient,12,False,Available,4.6,Regular
P000581,DUR-BAT-9V-20,Duracell Batteries Alkaline 9V 2.0 pack,Duracell,Premium,Household Essentials,Electronics,Batteries,Alkaline,9V,Not Applicable,pack,2.0,75,64.38,47.23,14.2,3650,Ambient,18,False,Available,4.6,Regular
P000582,AAS-CHA-GLU-75,Aashirvaad Chakki Atta Wheat Gluten Free 7.5 kg,Aashirvaad,Premium,Staples & Grocery,Atta,Chakki Atta,Wheat,Gluten Free,Not Applicable,kg,7.5,499,476.6,329.19,4.5,90,Ambient,0,False,Available,4.7,Regular
P000583,UNB-TOM-REG-10,Unbranded Tomato Hybrid Regular 1.0 kg,Unbranded,Budget,Fruits & Vegetables,Fresh Vegetables,Tomato,Hybrid,Regular,Not Applicable,kg,1.0,65,63.06,52.7,3.0,4,Ambient,0,True,Available,4.0,Regular
P000584,FOR-CHA-SEL-10-1,Fortune Chakki Atta Besan Select 1.0 kg,Fortune,Popular,Staples & Grocery,Atta,Chakki Atta,Besan,Select,Not Applicable,kg,1.0,79,76.93,57.67,2.6,90,Ambient,0,False,Available,4.6,Regular
P000585,THE-FAC-ANT-500-1,The Derma Co Face Serum Gel Anti-Acne Vitamin C 50.0 ml,The Derma Co,Premium,Beauty & Personal Care,Skin Care,Face Serum,Gel,Anti-Acne,Vitamin C,ml,50.0,835,819.31,572.43,1.9,730,Ambient,18,False,Available,4.8,Seasonal
P000586,PRI-CHI-BAK-300-1,Pringles Chips Nachos Baked Cheese 30.0 g,Pringles,Premium,Snacks,Munchies,Chips,Nachos,Baked,Cheese,g,30.0,13,11.47,8.38,11.7,180,Ambient,12,False,Low Stock,4.7,Regular
P000587,LIC-CHI-ANT-10-1,Licious Chicken Mince Antibiotic Free 1.0 kg,Licious,Premium,Meat & Fish,Chicken,Chicken,Mince,Antibiotic Free,Not Applicable,kg,1.0,525,519.77,350.93,1.0,3,Refrigerated,5,True,Available,4.6,Regular
P000588,AMU-FRI-CHI-7500-3,Amul Fries & Bites French Fries Chicken Spicy 750.0 g,Amul,Popular,Frozen Foods,Frozen Snacks,Fries & Bites,French Fries,Chicken,Spicy,g,750.0,299,244.5,184.52,18.2,180,Frozen,18,True,Available,4.4,Regular
P000589,ZES-APP-WAX-10-1,Zespri Apple Washington Wax Free 1.0 kg,Zespri,Premium,Fruits & Vegetables,Fresh Fruits,Apple,Washington,Wax Free,Not Applicable,kg,1.0,249,239.79,198.44,3.7,5,Refrigerated,0,True,Available,4.8,Regular
P000590,UNB-TOM-ORG-30-1,Unbranded Tomato Cherry Organic 3.0 kg,Unbranded,Budget,Fruits & Vegetables,Fresh Vegetables,Tomato,Cherry,Organic,Not Applicable,kg,3.0,99,92.56,72.75,6.5,4,Ambient,0,True,Available,4.1,Regular
P000591,LAY-CHI-ROA-1500-3,Lay's Corn Chips Roasted Classic Salted 150.0 g,Lay's,Popular,Snacks,Munchies,Chips,Corn Chips,Roasted,Classic Salted,g,150.0,59,54.09,40.94,8.3,180,Ambient,12,False,Available,4.3,Regular
P000592,BEV-COF-GOL-300,Bevzilla Coffee Powder Filter Gold Vanilla 300 g,Bevzilla,Premium,Beverages,Coffee,Coffee Powder,Filter,Gold,Vanilla,g,300.0,995,699.77,556.83,29.7,365,Ambient,18,False,Available,4.8,Regular
P000593,AAS-CHA-SEL-10,Aashirvaad Chakki Atta Wheat Select 1.0 kg,Aashirvaad,Premium,Staples & Grocery,Atta,Chakki Atta,Wheat,Select,Not Applicable,kg,1.0,59,47.37,33.64,19.7,90,Ambient,0,False,Available,4.6,Regular
P000594,PRI-CHI-BAK-900-4,Pringles Corn Chips Baked Cheese 90.0 g,Pringles,Premium,Snacks,Munchies,Chips,Corn Chips,Baked,Cheese,g,90.0,39,33.4,25.43,14.4,180,Ambient,12,False,Available,4.8,New Arrival
P000595,AMU-FRI-VEG-7500-1,Amul Fries & Bites Aloo Tikki Veg Masala 750.0 g,Amul,Popular,Frozen Foods,Frozen Snacks,Fries & Bites,Aloo Tikki,Veg,Masala,g,750.0,375,340.91,253.64,9.1,180,Frozen,18,True,Available,4.5,Regular
P000596,PAT-CHA-GLU-150-1,Patanjali Chakki Atta Multigrain Gluten Free 15.0 kg,Patanjali,Budget,Staples & Grocery,Atta,Chakki Atta,Multigrain,Gluten Free,Not Applicable,kg,15.0,609,463.49,330.35,23.9,90,Ambient,0,False,Available,3.9,Regular
P000597,THE-FAC-ANT-500-2,The Derma Co Face Serum Liquid Serum Anti-Acne Hyaluronic Acid 50.0 ml,The Derma Co,Premium,Beauty & Personal Care,Skin Care,Face Serum,Liquid Serum,Anti-Acne,Hyaluronic Acid,ml,50.0,779,752.0,472.65,3.5,730,Ambient,18,False,Available,4.5,Regular
P000598,HAL-CHI-ROA-1500-1,Haldiram's Corn Chips Roasted Cheese 150.0 g,Haldiram's,Popular,Snacks,Munchies,Chips,Corn Chips,Roasted,Cheese,g,150.0,75,62.73,41.2,16.4,180,Ambient,12,False,Available,4.2,Regular
P000599,MIN-FAC-HYD-500-1,Minimalist Face Serum Liquid Serum Hydrating Hyaluronic Acid 50.0 ml,Minimalist,Premium,Beauty & Personal Care,Skin Care,Face Serum,Liquid Serum,Hydrating,Hyaluronic Acid,ml,50.0,715,692.16,473.88,3.2,730,Ambient,18,False,Available,4.6,Regular
P000600,REL-CHI-SKI-2500-1,Relish Chicken Boneless Skinless 250.0 g,Relish,Popular,Meat & Fish,Chicken,Chicken,Boneless,Skinless,Not Applicable,g,250.0,125,120.22,85.38,3.8,3,Refrigerated,5,True,Available,4.3,Regular
P000601,MAM-FAC-BRI-500-2,Mamaearth Face Serum Liquid Serum Brightening Vitamin C 50.0 ml,Mamaearth,Popular,Beauty & Personal Care,Skin Care,Face Serum,Liquid Serum,Brightening,Vitamin C,ml,50.0,729,548.62,291.32,24.7,730,Ambient,18,False,Available,4.5,Regular
P000602,MAM-DIA-ALO-300,MamyPoko Diapers Taped Aloe Vera Enriched 30.0 pack,MamyPoko,Popular,Baby Care,Baby Diapers & Wipes,Diapers,Taped,Aloe Vera Enriched,Not Applicable,pack,30.0,405,370.62,276.34,8.5,1095,Ambient,12,False,Available,4.4,Regular
P000603,REL-CHI-SKI-10,Relish Chicken Wings Skinless 1.0 kg,Relish,Popular,Meat & Fish,Chicken,Chicken,Wings,Skinless,Not Applicable,kg,1.0,375,332.11,258.87,11.4,3,Refrigerated,5,True,Available,4.3,Regular
P000604,BIN-CHI-ROA-300-2,Bingo Chips Nachos Roasted Tomato 30.0 g,Bingo,Budget,Snacks,Munchies,Chips,Nachos,Roasted,Tomato,g,30.0,18,17.63,11.67,2.1,180,Ambient,12,False,Available,3.9,Regular
P000605,MIN-FAC-BRI-500-3,Minimalist Face Serum Gel Brightening Vitamin C 50.0 ml,Minimalist,Premium,Beauty & Personal Care,Skin Care,Face Serum,Gel,Brightening,Vitamin C,ml,50.0,685,633.51,338.09,7.5,730,Ambient,18,False,Available,4.8,Regular
P000606,BEV-COF-GOL-300-1,Bevzilla Coffee Powder Instant Gold Vanilla 300 g,Bevzilla,Premium,Beverages,Coffee,Coffee Powder,Instant,Gold,Vanilla,g,300.0,785,546.79,359.31,30.3,365,Ambient,18,False,Available,4.8,Regular
P000607,BRU-COF-DEC-125,Bru Coffee Powder Filter Decaf Hazelnut 125 g,Bru,Popular,Beverages,Coffee,Coffee Powder,Filter,Decaf,Hazelnut,g,125.0,365,302.87,205.83,17.0,365,Ambient,18,False,Available,4.4,Regular
P000608,DUR-BAT-AAA-20,Duracell Batteries Alkaline AAA 2.0 pack,Duracell,Premium,Household Essentials,Electronics,Batteries,Alkaline,AAA,Not Applicable,pack,2.0,85,84.5,65.94,0.6,3650,Ambient,18,False,Available,4.5,Regular
P000609,MIN-FAC-BRI-300,Minimalist Face Serum Liquid Serum Brightening Vitamin C 30.0 ml,Minimalist,Premium,Beauty & Personal Care,Skin Care,Face Serum,Liquid Serum,Brightening,Vitamin C,ml,30.0,539,447.85,301.04,16.9,730,Ambient,18,False,Available,4.7,Regular
P000610,LAY-CHI-ROA-300-1,Lay's Corn Chips Roasted Classic Salted 30.0 g,Lay's,Popular,Snacks,Munchies,Chips,Corn Chips,Roasted,Classic Salted,g,30.0,20,14.43,9.44,27.8,180,Ambient,12,False,Available,4.3,Regular
P000611,THE-FAC-ANT-300-2,The Derma Co Face Serum Gel Anti-Acne Niacinamide 30.0 ml,The Derma Co,Premium,Beauty & Personal Care,Skin Care,Face Serum,Gel,Anti-Acne,Niacinamide,ml,30.0,519,357.24,241.59,31.2,730,Ambient,18,False,Available,4.6,Regular
P000612,AKS-MIL-LAC-5000,Akshayakalpa Buffalo Milk Lactose Free Plain 500.0 ml,Akshayakalpa,Premium,"Dairy, Bread & Eggs",Milk,Milk,Buffalo Milk,Lactose Free,Plain,ml,500.0,39,32.42,24.44,16.9,2,Refrigerated,0,True,Available,4.6,Regular
P000613,NAT-CHA-SHA-150-2,Nature Fresh Chakki Atta Besan Sharbati 15.0 kg,Nature Fresh,Popular,Staples & Grocery,Atta,Chakki Atta,Besan,Sharbati,Not Applicable,kg,15.0,1129,1105.02,757.54,2.1,90,Ambient,0,False,Available,4.2,New Arrival
P000614,HUG-DIA-ALO-300,Huggies Diapers Pant Style Aloe Vera Enriched 30.0 pack,Huggies,Popular,Baby Care,Baby Diapers & Wipes,Diapers,Pant Style,Aloe Vera Enriched,Not Applicable,pack,30.0,355,328.65,241.66,7.4,1095,Ambient,12,False,Available,4.3,Regular
P000615,BEV-COF-DEC-500-3,Bevzilla Coffee Powder Filter Decaf Original 50.0 g,Bevzilla,Premium,Beverages,Coffee,Coffee Powder,Filter,Decaf,Original,g,50.0,79,72.44,51.51,8.3,365,Ambient,18,False,Available,4.7,New Arrival
P000616,PAT-CHA-SHA-20,Patanjali Chakki Atta Besan Sharbati 2.0 kg,Patanjali,Budget,Staples & Grocery,Atta,Chakki Atta,Besan,Sharbati,Not Applicable,kg,2.0,155,146.91,110.88,5.2,90,Ambient,0,False,Available,3.8,Regular
P000617,LAY-CHI-BAK-300,Lay's Potato Chips Baked Cream & Onion 30.0 g,Lay's,Popular,Snacks,Munchies,Chips,Potato Chips,Baked,Cream & Onion,g,30.0,11,8.6,6.1,21.9,180,Ambient,12,False,Available,4.4,Regular
P000618,PRI-CHI-FRI-1500-4,Pringles Chips Nachos Fried Magic Masala 150.0 g,Pringles,Premium,Snacks,Munchies,Chips,Nachos,Fried,Magic Masala,g,150.0,65,54.14,43.07,16.7,180,Ambient,12,False,Available,4.6,Regular
P000619,PHI-BAT-AA-40,Philips Batteries Alkaline AA 4.0 pack,Philips,Premium,Household Essentials,Electronics,Batteries,Alkaline,AA,Not Applicable,pack,4.0,149,113.0,80.57,24.2,3650,Ambient,18,False,Available,4.6,Regular
