Inventory_ID,Store_ID,Product_ID,Current_Stock,Reorder_Level,Last_Restock_Date,Next_Restock_Date,Batch_ID,Expiry_Date,Inventory_Status
INV004042,DS003,P000904,242,75,2025-03-21,2025-03-24,B2503214042,Not Applicable,In Stock
INV004043,DS003,P002211,174,75,2025-03-13,2025-03-17,B2503134043,Not Applicable,In Stock
INV004044,DS003,P001851,64,20,2025-03-02,2025-03-10,B2503024044,Not Applicable,In Stock
INV004045,DS003,P000157,0,60,2025-03-25,2025-04-02,B2503254045,Not Applicable,Out of Stock
INV004046,DS003,P000737,28,10,2025-03-20,2025-03-28,B2503204046,Not Applicable,In Stock
INV004047,DS003,P000619,57,20,2025-03-02,2025-03-09,B2503024047,Not Applicable,In Stock
INV004048,DS003,P001166,26,15,2025-03-07,2025-03-15,B2503074048,2025-03-09,In Stock
INV004049,DS003,P001799,227,75,2025-03-19,2025-03-23,B2503194049,Not Applicable,In Stock
INV004050,DS003,P001986,44,36,2025-03-04,2025-03-07,B2503044050,2025-03-14,In Stock
INV004051,DS003,P001955,60,36,2025-03-20,2025-03-25,B2503204051,2025-04-05,In Stock
INV004052,DS003,P000833,45,36,2025-03-02,2025-03-06,B2503024052,2025-03-03,In Stock
INV004053,DS003,P001586,219,75,2025-03-13,2025-03-16,B2503134053,Not Applicable,In Stock
INV004054,DS003,P000727,36,15,2025-03-05,2025-03-10,B2503054054,Not Applicable,In Stock
INV004055,DS003,P000142,59,25,2025-03-25,2025-03-30,B2503254055,Not Applicable,In Stock
INV004056,DS003,P001620,248,75,2025-03-07,2025-03-11,B2503074056,Not Applicable,In Stock
INV004057,DS003,P000024,17,20,2025-03-31,2025-04-05,B2503314057,Not Applicable,Low Stock
INV004058,DS003,P000946,111,45,2025-03-02,2025-03-05,B2503024058,Not Applicable,In Stock
INV004059,DS003,P000765,174,75,2025-03-08,2025-03-13,B2503084059,Not Applicable,In Stock
INV004060,DS003,P001601,45,10,2025-03-23,2025-04-05,B2503234060,Not Applicable,In Stock
INV004061,DS003,P000706,55,25,2025-03-08,2025-03-14,B2503084061,Not Applicable,In Stock
INV004062,DS003,P001877,39,10,2025-03-23,2025-04-04,B2503234062,Not Applicable,In Stock
INV004063,DS003,P000683,53,15,2025-03-16,2025-03-21,B2503164063,Not Applicable,In Stock
INV004064,DS003,P001030,20,10,2025-03-04,2025-03-12,B2503044064,Not Applicable,In Stock
INV004065,DS003,P001678,73,36,2025-03-03,2025-03-08,B2503034065,2025-03-04,In Stock
INV004066,DS003,P002284,48,20,2025-03-27,2025-04-04,B2503274066,2025-07-27,In Stock
INV004067,DS003,P000524,44,15,2025-03-31,2025-04-05,B2503314067,2025-04-01,In Stock
INV004068,DS003,P001527,241,75,2025-03-09,2025-03-13,B2503094068,Not Applicable,In Stock
INV004069,DS003,P001407,49,15,2025-03-29,2025-04-03,B2503294069,2025-03-31,In Stock
INV004070,DS003,P002120,248,75,2025-03-30,2025-04-02,B2503304070,Not Applicable,In Stock
INV004071,DS003,P000364,125,75,2025-03-08,2025-03-11,B2503084071,Not Applicable,In Stock
INV004072,DS003,P001737,39,10,2025-03-10,2025-03-21,B2503104072,Not Applicable,In Stock
INV004073,DS003,P001310,0,20,2025-03-22,2025-04-01,B2503224073,Not Applicable,Out of Stock
INV004074,DS003,P000637,81,60,2025-03-07,2025-03-10,B2503074074,Not Applicable,In Stock
INV004075,DS003,P000775,100,25,2025-03-09,2025-03-14,B2503094075,Not Applicable,In Stock
INV004076,DS003,P002059,28,45,2025-03-25,2025-03-28,B2503254076,Not Applicable,Low Stock
INV004077,DS003,P001459,42,20,2025-03-09,2025-03-15,B2503094077,2025-07-18,In Stock
INV004078,DS003,P001196,16,15,2025-03-12,2025-03-18,B2503124078,2025-03-14,In Stock
INV004079,DS003,P000119,61,36,2025-03-20,2025-03-23,B2503204079,2025-03-21,In Stock
INV004080,DS003,P000542,23,10,2025-03-02,2025-03-13,B2503024080,Not Applicable,In Stock
INV004081,DS003,P001133,163,60,2025-03-24,2025-03-29,B2503244081,Not Applicable,In Stock
INV004082,DS003,P000721,37,20,2025-03-31,2025-04-07,B2503314082,Not Applicable,In Stock
INV004083,DS003,P001162,24,10,2025-03-06,2025-03-19,B2503064083,Not Applicable,In Stock
INV004084,DS003,P000749,159,60,2025-03-29,2025-04-03,B2503294084,Not Applicable,In Stock
INV004085,DS003,P000600,0,15,2025-03-19,2025-04-01,B2503194085,2025-03-21,Out of Stock
INV004086,DS003,P001071,80,20,2025-03-26,2025-04-03,B2503264086,Not Applicable,In Stock
INV004087,DS003,P000310,35,25,2025-03-07,2025-03-13,B2503074087,Not Applicable,In Stock
INV004088,DS003,P002148,34,36,2025-03-28,2025-03-31,B2503284088,Not Applicable,Low Stock
INV004089,DS003,P001633,21,15,2025-03-20,2025-03-26,B2503204089,2025-03-22,In Stock
INV004090,DS003,P001794,96,60,2025-03-09,2025-03-12,B2503094090,Not Applicable,In Stock
INV004091,DS003,P001868,110,36,2025-03-18,2025-03-23,B2503184091,2025-03-19,In Stock
INV004092,DS003,P001775,81,36,2025-03-16,2025-03-19,B2503164092,Not Applicable,In Stock
INV004093,DS003,P000266,31,20,2025-03-27,2025-04-02,B2503274093,Not Applicable,In Stock
INV004094,DS003,P001486,64,20,2025-03-27,2025-04-02,B2503274094,2025-09-10,In Stock
INV004095,DS003,P001330,77,60,2025-03-07,2025-03-12,B2503074095,Not Applicable,In Stock
INV004096,DS003,P001491,32,10,2025-03-14,2025-03-24,B2503144096,Not Applicable,In Stock
INV004097,DS003,P001059,50,10,2025-03-04,2025-03-14,B2503044097,Not Applicable,In Stock
INV004098,DS003,P001475,183,75,2025-03-30,2025-04-03,B2503304098,Not Applicable,In Stock
INV004099,DS003,P000190,136,60,2025-03-25,2025-03-29,B2503254099,Not Applicable,In Stock
INV004100,DS003,P001003,25,10,2025-03-05,2025-03-20,B2503054100,Not Applicable,In Stock
INV004101,DS003,P000680,17,10,2025-03-14,2025-03-22,B2503144101,Not Applicable,In Stock
INV004102,DS003,P001258,82,25,2025-03-23,2025-03-28,B2503234102,Not Applicable,In Stock
INV004103,DS003,P001839,0,60,2025-03-10,2025-04-02,B2503104103,Not Applicable,Out of Stock
INV004104,DS003,P000380,79,45,2025-03-07,2025-03-10,B2503074104,2025-03-10,In Stock
INV004105,DS003,P000242,14,10,2025-03-24,2025-04-07,B2503244105,Not Applicable,In Stock
INV004106,DS003,P000339,105,45,2025-03-06,2025-03-10,B2503064106,2025-03-09,In Stock
INV004107,DS003,P002031,75,20,2025-03-10,2025-03-17,B2503104107,Not Applicable,In Stock
INV004108,DS003,P001218,37,20,2025-03-06,2025-03-14,B2503064108,2025-06-07,In Stock
INV004109,DS003,P001078,21,15,2025-03-02,2025-03-07,B2503024109,Not Applicable,In Stock
INV004110,DS003,P001499,118,60,2025-03-29,2025-04-01,B2503294110,Not Applicable,In Stock
INV004111,DS003,P001915,63,25,2025-03-21,2025-03-29,B2503214111,Not Applicable,In Stock
INV004112,DS003,P001446,31,25,2025-03-13,2025-03-21,B2503134112,Not Applicable,In Stock
INV004113,DS003,P000175,61,25,2025-03-17,2025-03-25,B2503174113,Not Applicable,In Stock
INV004114,DS003,P000262,40,10,2025-03-06,2025-03-14,B2503064114,Not Applicable,In Stock
INV004115,DS003,P000598,0,75,2025-03-26,2025-04-02,B2503264115,Not Applicable,Out of Stock
INV004116,DS003,P000316,14,10,2025-03-12,2025-03-27,B2503124116,Not Applicable,In Stock
INV004117,DS003,P000605,15,10,2025-03-27,2025-04-08,B2503274117,Not Applicable,In Stock
INV004118,DS003,P000890,142,75,2025-03-07,2025-03-12,B2503074118,Not Applicable,In Stock
INV004119,DS003,P002183,40,15,2025-03-17,2025-03-25,B2503174119,2025-03-19,In Stock
INV004120,DS003,P001931,42,20,2025-03-29,2025-04-04,B2503294120,Not Applicable,In Stock
INV004121,DS003,P001640,59,36,2025-03-29,2025-04-03,B2503294121,Not Applicable,In Stock
INV004122,DS003,P001699,43,15,2025-03-11,2025-03-19,B2503114122,2025-03-13,In Stock
INV004123,DS003,P000638,93,25,2025-03-15,2025-03-23,B2503154123,Not Applicable,In Stock
INV004124,DS003,P000792,140,75,2025-03-05,2025-03-10,B2503054124,Not Applicable,In Stock
INV004125,DS003,P002310,196,60,2025-03-03,2025-03-08,B2503034125,Not Applicable,In Stock
INV004126,DS003,P000612,107,36,2025-03-29,2025-04-03,B2503294126,2025-03-30,In Stock
INV004127,DS003,P002155,95,36,2025-03-10,2025-03-15,B2503104127,2025-03-11,In Stock
INV004128,DS003,P000058,111,75,2025-03-27,2025-03-30,B2503274128,Not Applicable,In Stock
INV004129,DS003,P001608,75,36,2025-03-05,2025-03-08,B2503054129,2025-03-22,In Stock
INV004130,DS003,P001674,66,36,2025-03-13,2025-03-18,B2503134130,2025-03-27,In Stock
INV004131,DS003,P001934,92,75,2025-03-31,2025-04-03,B2503314131,Not Applicable,In Stock
INV004132,DS003,P002255,151,60,2025-03-22,2025-03-26,B2503224132,Not Applicable,In Stock
INV004133,DS003,P000152,147,45,2025-03-19,2025-03-23,B2503194133,Not Applicable,In Stock
INV004134,DS003,P001901,159,75,2025-03-03,2025-03-06,B2503034134,Not Applicable,In Stock
INV004135,DS003,P001494,168,75,2025-03-18,2025-03-23,B2503184135,Not Applicable,In Stock
INV004136,DS003,P000299,57,20,2025-03-30,2025-04-04,B2503304136,Not Applicable,In Stock
INV004137,DS003,P001500,43,20,2025-03-16,2025-03-22,B2503164137,Not Applicable,In Stock
INV004138,DS003,P002272,149,75,2025-03-13,2025-03-17,B2503134138,Not Applicable,In Stock
INV004139,DS003,P002112,96,45,2025-03-29,2025-04-01,B2503294139,2025-04-02,In Stock
INV004140,DS003,P001013,225,75,2025-03-09,2025-03-13,B2503094140,Not Applicable,In Stock
INV004141,DS003,P000838,118,36,2025-03-20,2025-03-25,B2503204141,Not Applicable,In Stock
INV004142,DS003,P001061,0,60,2025-03-20,2025-04-02,B2503204142,Not Applicable,Out of Stock
INV004143,DS003,P000984,74,20,2025-03-18,2025-03-24,B2503184143,Not Applicable,In Stock
INV004144,DS003,P001082,15,10,2025-03-04,2025-03-17,B2503044144,Not Applicable,In Stock
INV004145,DS003,P002149,109,36,2025-03-04,2025-03-09,B2503044145,2025-03-05,In Stock
INV004146,DS003,P001480,64,25,2025-03-02,2025-03-09,B2503024146,Not Applicable,In Stock
INV004147,DS003,P000724,68,36,2025-03-21,2025-03-25,B2503214147,Not Applicable,In Stock
INV004148,DS003,P000154,57,25,2025-03-08,2025-03-14,B2503084148,Not Applicable,In Stock
INV004149,DS003,P000834,14,10,2025-03-06,2025-03-18,B2503064149,Not Applicable,In Stock
INV004150,DS003,P001102,97,25,2025-03-13,2025-03-19,B2503134150,Not Applicable,In Stock
INV004151,DS003,P000823,120,36,2025-03-04,2025-03-08,B2503044151,2025-03-05,In Stock
INV004152,DS003,P001574,64,36,2025-03-03,2025-03-07,B2503034152,Not Applicable,In Stock
INV004153,DS003,P000622,45,10,2025-03-26,2025-04-05,B2503264153,Not Applicable,In Stock
INV004154,DS003,P000291,178,60,2025-03-18,2025-03-21,B2503184154,Not Applicable,In Stock
INV004155,DS003,P001512,135,75,2025-03-13,2025-03-18,B2503134155,Not Applicable,In Stock
INV004156,DS003,P000093,213,75,2025-03-13,2025-03-17,B2503134156,Not Applicable,In Stock
INV004157,DS003,P002063,22,45,2025-03-03,2025-03-08,B2503034157,Not Applicable,Low Stock
INV004158,DS003,P001036,0,60,2025-03-26,2025-04-01,B2503264158,Not Applicable,Out of Stock
INV004159,DS003,P000179,91,36,2025-03-21,2025-03-25,B2503214159,Not Applicable,In Stock
INV004160,DS003,P001547,54,36,2025-03-22,2025-03-27,B2503224160,Not Applicable,In Stock
INV004161,DS003,P001899,58,20,2025-03-16,2025-03-22,B2503164161,Not Applicable,In Stock
INV004162,DS003,P000570,25,10,2025-03-31,2025-04-08,B2503314162,Not Applicable,In Stock
INV004163,DS003,P000972,53,20,2025-03-19,2025-03-24,B2503194163,Not Applicable,In Stock
INV004164,DS003,P001940,21,20,2025-03-05,2025-03-10,B2503054164,Not Applicable,In Stock
INV004165,DS003,P000566,171,75,2025-03-28,2025-03-31,B2503284165,Not Applicable,In Stock
INV004166,DS003,P001270,75,20,2025-03-17,2025-03-24,B2503174166,2025-08-23,In Stock
INV004167,DS003,P000237,232,75,2025-03-19,2025-03-22,B2503194167,Not Applicable,In Stock
INV004168,DS003,P002110,116,36,2025-03-05,2025-03-09,B2503054168,2025-03-06,In Stock
INV004169,DS003,P001898,70,60,2025-03-02,2025-03-07,B2503024169,Not Applicable,In Stock
INV004170,DS003,P001756,36,20,2025-03-09,2025-03-16,B2503094170,2025-07-21,In Stock
INV004171,DS003,P000113,40,15,2025-03-19,2025-03-25,B2503194171,2025-03-20,In Stock
INV004172,DS003,P000795,67,25,2025-03-30,2025-04-05,B2503304172,Not Applicable,In Stock
INV004173,DS003,P001749,184,75,2025-03-26,2025-03-31,B2503264173,Not Applicable,In Stock
INV004174,DS003,P001343,25,10,2025-03-25,2025-04-06,B2503254174,Not Applicable,In Stock
INV004175,DS003,P000438,154,60,2025-03-25,2025-03-30,B2503254175,Not Applicable,In Stock
INV004176,DS003,P000133,124,45,2025-03-17,2025-03-22,B2503174176,2025-03-20,In Stock
INV004177,DS003,P001356,248,75,2025-03-19,2025-03-24,B2503194177,Not Applicable,In Stock
INV004178,DS003,P001944,0,15,2025-03-06,2025-04-03,B2503064178,Not Applicable,Out of Stock
INV004179,DS003,P000041,33,20,2025-03-13,2025-03-20,B2503134179,Not Applicable,In Stock
INV004180,DS003,P000114,8,8,2025-03-27,2025-04-05,B2503274180,Not Applicable,Low Stock
INV004181,DS003,P001321,162,60,2025-03-03,2025-03-07,B2503034181,Not Applicable,In Stock
INV004182,DS003,P001895,22,20,2025-03-22,2025-03-28,B2503224182,2025-08-27,In Stock
INV004183,DS003,P000758,38,15,2025-03-30,2025-04-05,B2503304183,2025-03-31,In Stock
INV004184,DS003,P000811,47,20,2025-03-19,2025-03-26,B2503194184,2025-07-01,In Stock
INV004185,DS003,P001376,20,10,2025-03-25,2025-04-05,B2503254185,Not Applicable,In Stock
INV004186,DS003,P000636,99,25,2025-03-06,2025-03-12,B2503064186,Not Applicable,In Stock
INV004187,DS003,P000063,31,10,2025-03-19,2025-03-28,B2503194187,Not Applicable,In Stock
INV004188,DS003,P001697,108,60,2025-03-31,2025-04-03,B2503314188,Not Applicable,In Stock
INV004189,DS003,P001445,86,36,2025-03-29,2025-04-03,B2503294189,2025-03-30,In Stock
INV004190,DS003,P001338,78,25,2025-03-20,2025-03-25,B2503204190,Not Applicable,In Stock
INV004191,DS003,P001713,139,45,2025-03-16,2025-03-21,B2503164191,2025-03-19,In Stock
INV004192,DS003,P001558,34,45,2025-03-26,2025-03-30,B2503264192,Not Applicable,Low Stock
INV004193,DS003,P000817,25,20,2025-03-03,2025-03-09,B2503034193,Not Applicable,In Stock
INV004194,DS003,P000302,222,75,2025-03-07,2025-03-11,B2503074194,Not Applicable,In Stock
INV004195,DS003,P001987,57,60,2025-03-25,2025-03-29,B2503254195,Not Applicable,Low Stock
INV004196,DS003,P002230,46,36,2025-03-30,2025-04-02,B2503304196,2025-03-31,In Stock
INV004197,DS003,P001451,6,8,2025-03-29,2025-04-13,B2503294197,Not Applicable,Low Stock
INV004198,DS003,P000245,249,75,2025-03-06,2025-03-09,B2503064198,Not Applicable,In Stock
INV004199,DS003,P001880,37,36,2025-03-17,2025-03-22,B2503174199,2025-03-18,In Stock
INV004200,DS003,P001428,44,10,2025-03-17,2025-03-26,B2503174200,Not Applicable,In Stock
INV004201,DS003,P001623,176,60,2025-03-21,2025-03-25,B2503214201,Not Applicable,In Stock
INV004202,DS003,P001930,106,36,2025-03-02,2025-03-05,B2503024202,2025-03-03,In Stock
INV004203,DS003,P001726,44,20,2025-03-14,2025-03-22,B2503144203,Not Applicable,In Stock
INV004204,DS003,P001969,241,75,2025-03-27,2025-03-31,B2503274204,Not Applicable,In Stock
INV004205,DS003,P000664,126,75,2025-03-27,2025-03-31,B2503274205,Not Applicable,In Stock
INV004206,DS003,P001478,47,15,2025-03-06,2025-03-13,B2503064206,Not Applicable,In Stock
INV004207,DS003,P000730,152,75,2025-03-09,2025-03-13,B2503094207,Not Applicable,In Stock
INV004208,DS003,P002219,117,75,2025-03-24,2025-03-28,B2503244208,Not Applicable,In Stock
INV004209,DS003,P000077,226,75,2025-03-07,2025-03-10,B2503074209,Not Applicable,In Stock
INV004210,DS003,P000388,10,8,2025-03-29,2025-04-06,B2503294210,Not Applicable,In Stock
INV004211,DS003,P001644,95,36,2025-03-30,2025-04-02,B2503304211,2025-03-31,In Stock
INV004212,DS003,P000409,143,45,2025-03-02,2025-03-07,B2503024212,2025-03-05,In Stock
INV004213,DS003,P000547,77,20,2025-03-29,2025-04-06,B2503294213,2025-09-04,In Stock
INV004214,DS003,P001140,12,10,2025-03-06,2025-03-17,B2503064214,Not Applicable,In Stock
INV004215,DS003,P002119,47,10,2025-03-12,2025-03-24,B2503124215,Not Applicable,In Stock
INV004216,DS003,P000336,70,36,2025-03-08,2025-03-11,B2503084216,Not Applicable,In Stock
INV004217,DS003,P001754,29,20,2025-03-03,2025-03-11,B2503034217,2025-08-16,In Stock
INV004218,DS003,P001154,192,60,2025-03-17,2025-03-20,B2503174218,Not Applicable,In Stock
INV004219,DS003,P000342,52,20,2025-03-27,2025-04-02,B2503274219,Not Applicable,In Stock
INV004220,DS003,P001490,132,60,2025-03-10,2025-03-14,B2503104220,Not Applicable,In Stock
INV004221,DS003,P000365,129,75,2025-03-02,2025-03-05,B2503024221,Not Applicable,In Stock
INV004222,DS003,P001370,0,20,2025-03-14,2025-04-01,B2503144222,Not Applicable,Out of Stock
INV004223,DS003,P001744,29,10,2025-03-17,2025-03-25,B2503174223,Not Applicable,In Stock
INV004224,DS003,P001034,83,25,2025-03-15,2025-03-22,B2503154224,Not Applicable,In Stock
INV004225,DS003,P002276,20,10,2025-03-31,2025-04-13,B2503314225,Not Applicable,In Stock
INV004226,DS003,P000679,52,20,2025-03-10,2025-03-17,B2503104226,2025-06-13,In Stock
INV004227,DS003,P000685,58,15,2025-03-17,2025-03-25,B2503174227,2025-03-18,In Stock
INV004228,DS003,P000821,159,60,2025-03-11,2025-03-16,B2503114228,Not Applicable,In Stock
INV004229,DS003,P001303,233,75,2025-03-08,2025-03-12,B2503084229,Not Applicable,In Stock
INV004230,DS003,P000616,77,25,2025-03-02,2025-03-10,B2503024230,Not Applicable,In Stock
INV004231,DS003,P000241,60,45,2025-03-02,2025-03-06,B2503024231,2025-03-05,In Stock
INV004232,DS003,P001514,81,36,2025-03-20,2025-03-25,B2503204232,2025-03-21,In Stock
INV004233,DS003,P002101,247,75,2025-03-20,2025-03-25,B2503204233,Not Applicable,In Stock
INV004234,DS003,P000393,105,36,2025-03-22,2025-03-25,B2503224234,Not Applicable,In Stock
INV004235,DS003,P002241,72,25,2025-03-25,2025-03-30,B2503254235,Not Applicable,In Stock
INV004236,DS003,P001046,250,75,2025-03-09,2025-03-14,B2503094236,Not Applicable,In Stock
INV004237,DS003,P002190,198,75,2025-03-10,2025-03-15,B2503104237,Not Applicable,In Stock
INV004238,DS003,P000700,124,75,2025-03-05,2025-03-10,B2503054238,Not Applicable,In Stock
INV004239,DS003,P000705,126,75,2025-03-30,2025-04-03,B2503304239,Not Applicable,In Stock
INV004240,DS003,P000216,146,75,2025-03-12,2025-03-17,B2503124240,Not Applicable,In Stock
INV004241,DS003,P000335,83,45,2025-03-28,2025-03-31,B2503284241,2025-03-30,In Stock
INV004242,DS003,P000243,20,20,2025-03-30,2025-04-06,B2503304242,Not Applicable,Low Stock
INV004243,DS003,P000975,58,36,2025-03-09,2025-03-12,B2503094243,Not Applicable,In Stock
INV004244,DS003,P001841,125,75,2025-03-04,2025-03-07,B2503044244,Not Applicable,In Stock
INV004245,DS003,P000329,29,25,2025-03-20,2025-03-27,B2503204245,Not Applicable,In Stock
INV004246,DS003,P001485,27,20,2025-03-09,2025-03-16,B2503094246,2025-07-20,In Stock
INV004247,DS003,P000459,44,10,2025-03-16,2025-03-30,B2503164247,Not Applicable,In Stock
INV004248,DS003,P000227,0,36,2025-03-07,2025-04-03,B2503074248,2025-03-08,Out of Stock
INV004249,DS003,P000389,8,8,2025-03-19,2025-03-31,B2503194249,Not Applicable,Low Stock
INV004250,DS003,P002139,50,60,2025-03-30,2025-04-03,B2503304250,Not Applicable,Low Stock
INV004251,DS003,P001900,177,60,2025-03-17,2025-03-22,B2503174251,Not Applicable,In Stock
INV004252,DS003,P000820,80,45,2025-03-15,2025-03-19,B2503154252,2025-03-18,In Stock
INV004253,DS003,P001238,28,10,2025-03-04,2025-03-18,B2503044253,Not Applicable,In Stock
INV004254,DS003,P001562,17,15,2025-03-12,2025-03-20,B2503124254,Not Applicable,In Stock
INV004255,DS003,P001575,62,20,2025-03-26,2025-03-31,B2503264255,2025-08-12,In Stock
INV004256,DS003,P001452,87,60,2025-03-26,2025-03-29,B2503264256,Not Applicable,In Stock
INV004257,DS003,P000617,0,75,2025-03-09,2025-04-01,B2503094257,Not Applicable,Out of Stock
INV004258,DS003,P000091,62,36,2025-03-14,2025-03-17,B2503144258,2025-04-01,In Stock
INV004259,DS003,P001925,42,10,2025-03-02,2025-03-11,B2503024259,Not Applicable,In Stock
INV004260,DS003,P002295,77,25,2025-03-27,2025-04-04,B2503274260,Not Applicable,In Stock
INV004261,DS003,P000381,236,75,2025-03-23,2025-03-28,B2503234261,Not Applicable,In Stock
INV004262,DS003,P001555,121,75,2025-03-15,2025-03-20,B2503154262,Not Applicable,In Stock
INV004263,DS003,P002267,42,45,2025-03-30,2025-04-02,B2503304263,2025-04-03,Low Stock
INV004264,DS003,P002280,0,25,2025-03-09,2025-04-03,B2503094264,Not Applicable,Out of Stock
INV004265,DS003,P001584,0,45,2025-03-31,2025-04-02,B2503314265,Not Applicable,Out of Stock
INV004266,DS003,P000568,218,75,2025-03-21,2025-03-24,B2503214266,Not Applicable,In Stock
INV004267,DS003,P001847,74,60,2025-03-31,2025-04-04,B2503314267,Not Applicable,In Stock
INV004268,DS003,P000249,52,36,2025-03-23,2025-03-26,B2503234268,2025-03-24,In Stock
INV004269,DS003,P001806,10,10,2025-03-02,2025-03-15,B2503024269,Not Applicable,Low Stock
INV004270,DS003,P002108,93,45,2025-03-05,2025-03-10,B2503054270,2025-03-07,In Stock
INV004271,DS003,P000885,37,36,2025-03-30,2025-04-03,B2503304271,Not Applicable,In Stock
INV004272,DS003,P001456,40,25,2025-03-05,2025-03-13,B2503054272,Not Applicable,In Stock
INV004273,DS003,P002168,49,25,2025-03-26,2025-04-01,B2503264273,Not Applicable,In Stock
INV004274,DS003,P002178,29,8,2025-03-10,2025-03-21,B2503104274,Not Applicable,In Stock
INV004275,DS003,P000406,71,60,2025-03-15,2025-03-19,B2503154275,Not Applicable,In Stock
INV004276,DS003,P002025,188,60,2025-03-02,2025-03-06,B2503024276,Not Applicable,In Stock
INV004277,DS003,P001702,83,45,2025-03-18,2025-03-23,B2503184277,Not Applicable,In Stock
INV004278,DS003,P000588,20,20,2025-03-29,2025-04-04,B2503294278,2025-07-09,Low Stock
INV004279,DS003,P000156,58,36,2025-03-09,2025-03-14,B2503094279,2025-03-10,In Stock
INV004280,DS003,P001462,107,60,2025-03-20,2025-03-23,B2503204280,Not Applicable,In Stock
INV004281,DS003,P001664,96,75,2025-03-15,2025-03-19,B2503154281,Not Applicable,In Stock
INV004282,DS003,P000597,11,10,2025-03-19,2025-04-03,B2503194282,Not Applicable,In Stock
INV004283,DS003,P000066,25,25,2025-03-18,2025-03-25,B2503184283,Not Applicable,Low Stock
INV004284,DS003,P000868,50,10,2025-03-03,2025-03-12,B2503034284,Not Applicable,In Stock
INV004285,DS003,P001448,51,25,2025-03-07,2025-03-12,B2503074285,Not Applicable,In Stock
INV004286,DS003,P000341,193,75,2025-03-18,2025-03-21,B2503184286,Not Applicable,In Stock
INV004287,DS003,P001904,34,25,2025-03-20,2025-03-28,B2503204287,Not Applicable,In Stock
INV004288,DS003,P001505,46,20,2025-03-14,2025-03-21,B2503144288,Not Applicable,In Stock
INV004289,DS003,P000250,57,15,2025-03-10,2025-03-15,B2503104289,Not Applicable,In Stock
INV004290,DS003,P000040,39,25,2025-03-09,2025-03-17,B2503094290,Not Applicable,In Stock
INV004291,DS003,P000626,35,10,2025-03-14,2025-03-28,B2503144291,Not Applicable,In Stock
INV004292,DS003,P001896,65,25,2025-03-13,2025-03-18,B2503134292,Not Applicable,In Stock
INV004293,DS003,P002313,158,75,2025-03-12,2025-03-17,B2503124293,Not Applicable,In Stock
INV004294,DS003,P000492,25,15,2025-03-21,2025-03-28,B2503214294,2025-03-22,In Stock
INV004295,DS003,P000615,52,60,2025-03-07,2025-03-11,B2503074295,Not Applicable,Low Stock
INV004296,DS003,P001528,198,60,2025-03-04,2025-03-09,B2503044296,Not Applicable,In Stock
INV004297,DS003,P002235,50,20,2025-03-27,2025-04-04,B2503274297,2025-07-29,In Stock
INV004298,DS003,P002121,162,60,2025-03-13,2025-03-18,B2503134298,Not Applicable,In Stock
INV004299,DS003,P001159,0,25,2025-03-31,2025-04-03,B2503314299,Not Applicable,Out of Stock
INV004300,DS003,P001840,117,36,2025-03-10,2025-03-14,B2503104300,2025-03-11,In Stock
INV004301,DS003,P002233,226,75,2025-03-22,2025-03-26,B2503224301,Not Applicable,In Stock
INV004302,DS003,P000696,44,25,2025-03-06,2025-03-13,B2503064302,Not Applicable,In Stock
INV004303,DS003,P000233,153,75,2025-03-05,2025-03-09,B2503054303,Not Applicable,In Stock
INV004304,DS003,P000631,23,10,2025-03-19,2025-03-28,B2503194304,Not Applicable,In Stock
INV004305,DS003,P000875,104,36,2025-03-14,2025-03-17,B2503144305,Not Applicable,In Stock
INV004306,DS003,P002270,107,36,2025-03-26,2025-03-31,B2503264306,2025-03-27,In Stock
INV004307,DS003,P001454,30,15,2025-03-26,2025-03-31,B2503264307,Not Applicable,In Stock
INV004308,DS003,P000961,30,20,2025-03-19,2025-03-25,B2503194308,2025-09-02,In Stock
INV004309,DS003,P002281,50,15,2025-03-12,2025-03-17,B2503124309,2025-03-13,In Stock
INV004310,DS003,P000653,26,15,2025-03-20,2025-03-25,B2503204310,Not Applicable,In Stock
INV004311,DS003,P000162,0,25,2025-03-03,2025-04-03,B2503034311,Not Applicable,Out of Stock
INV004312,DS003,P000132,20,20,2025-03-21,2025-03-29,B2503214312,Not Applicable,Low Stock
INV004313,DS003,P000280,45,20,2025-03-12,2025-03-20,B2503124313,Not Applicable,In Stock
INV004314,DS003,P001339,43,36,2025-03-14,2025-03-18,B2503144314,Not Applicable,In Stock
INV004315,DS003,P002150,16,20,2025-03-27,2025-04-04,B2503274315,Not Applicable,Low Stock
INV004316,DS003,P001145,92,75,2025-03-31,2025-04-03,B2503314316,Not Applicable,In Stock
INV004317,DS003,P001950,29,8,2025-03-07,2025-03-21,B2503074317,Not Applicable,In Stock
INV004318,DS003,P001635,96,25,2025-03-20,2025-03-26,B2503204318,Not Applicable,In Stock
INV004319,DS003,P001690,32,15,2025-03-19,2025-03-26,B2503194319,Not Applicable,In Stock
INV004320,DS003,P000404,194,60,2025-03-25,2025-03-29,B2503254320,Not Applicable,In Stock
INV004321,DS003,P000836,77,45,2025-03-18,2025-03-22,B2503184321,2025-03-21,In Stock
INV004322,DS003,P001471,84,75,2025-03-11,2025-03-14,B2503114322,Not Applicable,In Stock
INV004323,DS003,P000164,24,25,2025-03-31,2025-04-05,B2503314323,Not Applicable,Low Stock
INV004324,DS003,P000837,175,75,2025-03-03,2025-03-08,B2503034324,Not Applicable,In Stock
