Order_Detail_ID,Order_ID,Product_ID,Quantity,Selling_Price,Item_Discount,Final_Item_Price
OD00001813,ORD0000649,P000177,2,157.31,124.84,189.78
OD00001814,ORD0000650,P001073,1,58.1,11.09,47.010000000000005
OD00001815,ORD0000650,P000438,3,93.07,53.28,225.93
OD00001816,ORD0000650,P001173,1,191.51,36.54,154.97
OD00001817,ORD0000651,P000831,1,216.46,47.85,168.61
OD00001818,ORD0000651,P001403,1,271.04,59.91,211.13
OD00001819,ORD0000652,P000672,2,173.06,133.54,212.58
OD00001820,ORD0000653,P001768,2,190.53,113.48,267.58
OD00001821,ORD0000654,P000450,2,191.98,115.63,268.33
OD00001822,ORD0000654,P000991,1,51.61,15.54,36.07
OD00001823,ORD0000654,P000871,2,111.44,67.12,155.76
OD00001824,ORD0000655,P000978,1,224.75,75.35,149.4
OD00001825,ORD0000655,P001388,3,491.11,493.95,979.38
OD00001826,ORD0000656,P002074,1,66.39,3.86,62.53
OD00001827,ORD0000656,P000457,2,134.83,15.67,253.99000000000004
OD00001828,ORD0000657,P000246,1,19.08,5.72,13.36
OD00001829,ORD0000657,P001197,1,105.77,31.72,74.05
OD00001830,ORD0000657,P001227,1,33.39,10.01,23.380000000000003
OD00001831,ORD0000657,P002046,2,105.02,62.98,147.06
OD00001832,ORD0000657,P002054,1,55.55,16.66,38.89
OD00001833,ORD0000657,P000428,1,228.69,68.57,160.12
OD00001834,ORD0000658,P001301,1,111.71,36.76,74.95
OD00001835,ORD0000658,P002154,1,93.75,30.86,62.89
OD00001836,ORD0000658,P002248,4,10.98,14.46,29.46
OD00001837,ORD0000659,P000093,1,80.65,18.78,61.870000000000005
OD00001838,ORD0000659,P002218,2,87.69,40.84,134.54
OD00001839,ORD0000660,P001923,1,23.49,0.42,23.07
OD00001840,ORD0000660,P000165,1,204.93,3.62,201.31
OD00001841,ORD0000660,P001167,1,25.09,0.44,24.65
OD00001842,ORD0000661,P001923,1,23.49,2.81,20.68
OD00001843,ORD0000661,P001992,1,29.94,3.58,26.36
OD00001844,ORD0000661,P000724,1,31.8,3.81,27.99
OD00001845,ORD0000661,P002146,1,60.76,7.28,53.48
OD00001846,ORD0000661,P000903,1,66.6,7.97,58.63
OD00001847,ORD0000661,P000338,1,64.44,7.72,56.72
OD00001848,ORD0000661,P001168,1,244.78,29.31,215.47
OD00001849,ORD0000662,P000982,5,11.05,21.9,33.35
OD00001850,ORD0000662,P002186,2,274.4,217.51,331.29
OD00001851,ORD0000663,P001719,2,37.8,10.82,64.78
OD00001852,ORD0000663,P001971,1,78.74,11.27,67.47
OD00001853,ORD0000663,P000180,2,41.7,11.94,71.46000000000001
OD00001854,ORD0000663,P000945,2,76.62,21.94,131.3
OD00001855,ORD0000664,P000912,1,56.02,12.64,43.38
OD00001856,ORD0000664,P001928,3,117.7,79.64,273.46000000000004
OD00001857,ORD0000665,P001421,5,9.63,5.88,42.27
OD00001858,ORD0000665,P000150,1,65.77,8.04,57.73
OD00001859,ORD0000666,P000603,1,332.11,22.91,309.2
OD00001860,ORD0000666,P000031,1,95.77,6.61,89.16
OD00001861,ORD0000666,P000471,4,72.25,19.94,269.06
OD00001862,ORD0000666,P001117,1,157.3,10.85,146.45000000000002
OD00001863,ORD0000667,P000750,1,265.76,90.78,174.98
OD00001864,ORD0000667,P001335,1,53.15,18.16,34.989999999999995
OD00001865,ORD0000667,P000346,1,28.74,9.82,18.92
OD00001866,ORD0000668,P001718,1,216.08,41.36,174.72
OD00001867,ORD0000668,P000119,2,56.16,21.49,90.83
OD00001868,ORD0000668,P000590,1,92.56,17.71,74.85
OD00001869,ORD0000669,P001479,2,82.15,30.36,133.94
OD00001870,ORD0000669,P001679,2,10.6,3.92,17.28
OD00001871,ORD0000669,P000897,1,89.11,16.46,72.65
OD00001872,ORD0000670,P000632,1,649.29,171.92,477.37
OD00001873,ORD0000671,P000925,3,115.52,112.25,234.31
OD00001874,ORD0000671,P002188,3,234.61,227.96,475.87
OD00001875,ORD0000672,P000378,1,117.05,39.89,77.16
OD00001876,ORD0000672,P000097,1,54.28,18.5,35.78
OD00001877,ORD0000672,P000075,5,56.67,96.58,186.77000000000004
OD00001878,ORD0000673,P001540,1,32.08,0.34,31.74
OD00001879,ORD0000673,P001644,1,29.68,0.31,29.37
OD00001880,ORD0000673,P001521,2,80.03,1.7,158.36
OD00001881,ORD0000674,P001089,1,507.16,18.52,488.64
OD00001882,ORD0000674,P001210,2,36.08,2.64,69.52
OD00001883,ORD0000674,P001999,1,48.77,1.78,46.99
OD00001884,ORD0000674,P001936,1,48.11,1.76,46.35
OD00001885,ORD0000674,P001716,1,47.64,1.74,45.9
OD00001886,ORD0000674,P001365,3,12.98,1.42,37.52
OD00001887,ORD0000674,P002127,1,36.35,1.33,35.02
OD00001888,ORD0000675,P001367,1,248.01,71.71,176.3
OD00001889,ORD0000675,P001929,1,136.7,39.52,97.17999999999998
OD00001890,ORD0000675,P000817,3,38.77,33.63,82.68
OD00001891,ORD0000675,P001022,2,171.76,99.32,244.2
OD00001892,ORD0000675,P002311,1,450.48,130.25,320.23
OD00001893,ORD0000676,P001216,4,101.43,108.65,297.07
OD00001894,ORD0000676,P001769,2,112.65,60.34,164.96
OD00001895,ORD0000676,P001457,1,126.08,33.77,92.31
OD00001896,ORD0000676,P002148,1,54.09,14.49,39.6
OD00001897,ORD0000676,P001644,1,29.68,7.95,21.73
OD00001898,ORD0000677,P001628,1,216.17,49.51,166.66
OD00001899,ORD0000677,P001197,1,105.77,24.23,81.53999999999999
OD00001900,ORD0000677,P001234,1,80.29,18.39,61.900000000000006
OD00001901,ORD0000677,P000025,1,34.17,7.83,26.340000000000003
OD00001902,ORD0000678,P001884,2,112.93,73.73,152.13
OD00001903,ORD0000679,P000420,1,88.09,30.45,57.64
OD00001904,ORD0000679,P000172,1,306.9,106.09,200.81
OD00001905,ORD0000680,P002166,1,191.2,8.27,182.93
OD00001906,ORD0000680,P002127,3,36.35,4.71,104.34000000000002
OD00001907,ORD0000680,P000346,1,28.74,1.24,27.5
OD00001908,ORD0000681,P000205,1,40.84,6.61,34.230000000000004
OD00001909,ORD0000681,P001638,1,26.25,4.25,22.0
OD00001910,ORD0000681,P000706,3,81.55,39.58,205.07
OD00001911,ORD0000681,P000790,1,96.36,15.59,80.77
OD00001912,ORD0000682,P002197,1,317.57,54.86,262.71
OD00001913,ORD0000682,P000719,1,264.73,45.72,219.01
OD00001914,ORD0000682,P002214,2,26.99,9.32,44.66
OD00001915,ORD0000682,P000743,1,36.09,6.23,29.860000000000003
OD00001916,ORD0000682,P000482,1,14.8,2.56,12.24
OD00001917,ORD0000683,P001570,1,230.66,7.72,222.94
OD00001918,ORD0000683,P001072,1,176.87,5.93,170.94
OD00001919,ORD0000683,P000757,2,41.35,2.77,79.93
OD00001920,ORD0000683,P000085,1,34.24,1.15,33.09
OD00001921,ORD0000684,P001686,4,134.87,57.99,481.49
OD00001922,ORD0000685,P001880,1,44.35,3.44,40.91
OD00001923,ORD0000685,P001404,1,351.24,27.23,324.01
OD00001924,ORD0000686,P001114,1,282.12,7.94,274.18
OD00001925,ORD0000687,P001543,1,77.18,22.81,54.370000000000005
OD00001926,ORD0000687,P000022,5,45.27,66.89,159.46000000000004
OD00001927,ORD0000687,P001206,4,12.4,14.66,34.94
OD00001928,ORD0000687,P001438,2,74.69,44.14,105.24
OD00001929,ORD0000688,P000644,3,211.75,197.79,437.46
OD00001930,ORD0000688,P000507,1,80.27,24.99,55.28
OD00001931,ORD0000688,P002027,2,36.46,22.7,50.22
OD00001932,ORD0000688,P000564,1,30.78,9.58,21.200000000000003
OD00001933,ORD0000688,P002190,1,16.51,5.14,11.37
OD00001934,ORD0000689,P000677,2,302.59,96.94,508.24
OD00001935,ORD0000689,P000851,1,109.02,17.46,91.56
OD00001936,ORD0000689,P001470,1,78.81,12.62,66.19
OD00001937,ORD0000690,P000190,1,181.94,36.9,145.04
OD00001938,ORD0000690,P002060,4,17.89,14.51,57.05
OD00001939,ORD0000690,P002012,1,33.13,6.72,26.410000000000004
OD00001940,ORD0000690,P002014,2,43.03,17.45,68.61
OD00001941,ORD0000691,P001923,1,23.49,7.7,15.79
OD00001942,ORD0000691,P002150,1,158.84,52.04,106.8
OD00001943,ORD0000692,P000692,1,216.56,38.87,177.69
OD00001944,ORD0000693,P001119,3,86.78,46.78,213.56
OD00001945,ORD0000693,P000559,3,56.08,30.24,138.0
OD00001946,ORD0000693,P001090,3,37.11,20.01,91.32
OD00001947,ORD0000694,P001204,3,100.31,47.58,253.35
OD00001948,ORD0000694,P001445,1,53.4,8.44,44.96
OD00001949,ORD0000694,P001538,2,34.19,10.81,57.56999999999999
OD00001950,ORD0000694,P002026,1,1066.17,168.57,897.6000000000001
OD00001951,ORD0000695,P000624,1,271.96,5.22,266.73999999999995
OD00001952,ORD0000696,P001364,3,150.16,40.84,409.64
OD00001953,ORD0000697,P000525,2,60.39,44.15,76.63
OD00001954,ORD0000697,P000933,1,78.76,28.8,49.96000000000001
OD00001955,ORD0000697,P002126,2,34.09,24.93,43.25000000000001
OD00001956,ORD0000698,P000488,1,166.19,44.63,121.56
OD00001957,ORD0000698,P000130,2,47.74,25.64,69.84
OD00001958,ORD0000698,P000933,1,78.76,21.15,57.61000000000001
OD00001959,ORD0000698,P000838,1,37.63,10.1,27.53
OD00001960,ORD0000698,P001293,1,33.57,9.01,24.56
OD00001961,ORD0000699,P001989,1,266.51,41.3,225.21
OD00001962,ORD0000699,P001552,1,59.4,9.2,50.2
OD00001963,ORD0000700,P001130,2,170.45,5.83,335.07
OD00001964,ORD0000700,P000438,2,93.07,3.18,182.96
OD00001965,ORD0000700,P001698,3,16.22,0.83,47.83
OD00001966,ORD0000700,P000577,2,12.6,0.43,24.77
OD00001967,ORD0000700,P000302,2,10.64,0.36,20.92
OD00001968,ORD0000701,P001445,1,53.4,7.27,46.13
OD00001969,ORD0000701,P000414,1,68.27,9.3,58.97
OD00001970,ORD0000701,P000226,1,41.66,5.67,35.989999999999995
OD00001971,ORD0000701,P000208,3,36.35,14.85,94.20000000000002
OD00001972,ORD0000701,P000313,1,66.79,9.1,57.690000000000005
OD00001973,ORD0000701,P000179,1,20.62,2.81,17.810000000000002
OD00001974,ORD0000701,P001713,1,88.56,12.06,76.5
OD00001975,ORD0000702,P001459,1,170.01,16.8,153.20999999999998
OD00001976,ORD0000702,P000248,1,11.21,1.11,10.1
OD00001977,ORD0000702,P001818,2,35.43,7.0,63.86
OD00001978,ORD0000703,P000220,2,53.49,3.62,103.36
OD00001979,ORD0000703,P001997,1,71.56,2.41,69.15
OD00001980,ORD0000703,P000521,1,55.59,1.87,53.720000000000006
OD00001981,ORD0000703,P001868,1,46.28,1.56,44.72
OD00001982,ORD0000703,P001585,1,43.17,1.45,41.72
OD00001983,ORD0000703,P000930,1,38.86,1.31,37.55
OD00001984,ORD0000703,P001539,1,27.42,0.92,26.5
OD00001985,ORD0000703,P000084,1,27.33,0.92,26.41
OD00001986,ORD0000703,P001252,1,19.01,0.64,18.37
OD00001987,ORD0000704,P001329,2,132.44,63.85,201.03
OD00001988,ORD0000705,P000465,3,117.81,66.46,286.97
OD00001989,ORD0000706,P001112,1,204.97,77.1,127.87
OD00001990,ORD0000706,P000630,2,258.76,194.66,322.86
OD00001991,ORD0000707,P000041,2,273.11,171.77,374.4500000000001
OD00001992,ORD0000708,P001709,1,10.37,1.64,8.729999999999999
OD00001993,ORD0000708,P001752,2,125.14,39.46,210.82
OD00001994,ORD0000709,P001343,1,747.65,206.45,541.2
OD00001995,ORD0000709,P001366,2,71.19,39.31,103.07
OD00001996,ORD0000709,P000971,1,45.6,12.59,33.010000000000005
OD00001997,ORD0000710,P000954,2,100.72,71.08,130.36
OD00001998,ORD0000710,P001342,1,108.75,38.37,70.38
OD00001999,ORD0000710,P001698,4,16.22,22.89,41.99
OD00002000,ORD0000710,P000122,1,13.73,4.84,8.89
OD00002001,ORD0000711,P001713,3,88.56,77.09,188.59
OD00002002,ORD0000711,P001624,1,225.32,65.37,159.95
OD00002003,ORD0000711,P000264,2,49.44,28.69,70.19
OD00002004,ORD0000711,P001848,2,42.95,24.92,60.98
OD00002005,ORD0000711,P001878,3,23.21,20.2,49.42999999999999
OD00002006,ORD0000712,P001721,2,163.99,121.27,206.71000000000004
OD00002007,ORD0000713,P001180,5,42.45,47.83,164.42
OD00002008,ORD0000713,P001668,4,42.23,38.06,130.86
OD00002009,ORD0000713,P000526,1,100.03,22.54,77.49000000000001
OD00002010,ORD0000713,P001077,2,44.14,19.89,68.39
OD00002011,ORD0000713,P001014,1,36.97,8.33,28.64
OD00002012,ORD0000713,P001286,1,23.89,5.38,18.51
OD00002013,ORD0000714,P001677,1,364.5,142.35,222.15
OD00002014,ORD0000715,P001646,2,117.6,44.37,190.83
OD00002015,ORD0000715,P001359,3,71.6,40.53,174.26999999999998
OD00002016,ORD0000716,P001032,2,9.94,0.36,19.52
OD00002017,ORD0000716,P000675,3,27.33,1.51,80.47999999999999
OD00002018,ORD0000717,P000708,3,80.43,25.7,215.59000000000003
OD00002019,ORD0000717,P001507,1,66.23,7.06,59.17
OD00002020,ORD0000718,P001497,2,101.53,78.11,124.95
OD00002021,ORD0000718,P001029,1,181.19,69.71,111.48
OD00002022,ORD0000718,P001652,1,30.01,11.55,18.46
OD00002023,ORD0000719,P001532,1,620.97,11.34,609.63
OD00002024,ORD0000720,P000792,2,62.69,39.55,85.83
OD00002025,ORD0000720,P001688,1,91.28,28.79,62.49
OD00002026,ORD0000720,P000694,1,367.97,116.08,251.89000000000004
OD00002027,ORD0000721,P002289,1,103.63,13.76,89.86999999999999
OD00002028,ORD0000722,P001694,2,26.68,18.76,34.599999999999994
OD00002029,ORD0000722,P000621,2,44.99,31.64,58.34
OD00002030,ORD0000722,P000036,2,151.09,106.25,195.93
OD00002031,ORD0000722,P002312,1,508.36,178.74,329.62
OD00002032,ORD0000723,P001306,1,63.83,12.41,51.42
OD00002033,ORD0000723,P000657,1,35.83,6.97,28.86
OD00002034,ORD0000723,P001987,2,112.95,43.91,181.99
OD00002035,ORD0000723,P000416,3,28.45,16.59,68.75999999999999
OD00002036,ORD0000724,P000358,2,164.89,48.0,281.78
OD00002037,ORD0000725,P000707,3,164.34,56.08,436.94
OD00002038,ORD0000726,P000544,1,637.46,237.59,399.87
OD00002039,ORD0000726,P002037,1,683.15,254.62,428.53
OD00002040,ORD0000727,P000355,2,125.67,14.28,237.06
OD00002041,ORD0000727,P000724,1,31.8,1.81,29.99
OD00002042,ORD0000727,P000415,1,56.28,3.2,53.08
OD00002043,ORD0000727,P001550,1,36.92,2.1,34.82
OD00002044,ORD0000727,P001113,1,20.44,1.16,19.28
OD00002045,ORD0000727,P001930,1,26.89,1.53,25.36
OD00002046,ORD0000727,P002149,1,32.43,1.84,30.59
OD00002047,ORD0000728,P001631,3,94.88,4.53,280.11
OD00002048,ORD0000728,P000378,2,117.05,3.72,230.38
OD00002049,ORD0000728,P000937,4,24.1,1.53,94.87
OD00002050,ORD0000728,P002094,4,17.56,1.12,69.11999999999999
OD00002051,ORD0000728,P001245,1,67.57,1.07,66.5
OD00002052,ORD0000728,P001964,4,13.88,0.88,54.64
OD00002053,ORD0000729,P002055,1,26.6,9.81,16.79
OD00002054,ORD0000729,P001184,1,129.74,47.87,81.87
OD00002055,ORD0000729,P002016,1,23.58,8.7,14.88
OD00002056,ORD0000729,P000380,2,60.87,44.92,76.82
OD00002057,ORD0000730,P001859,3,97.73,96.75,196.44
OD00002058,ORD0000731,P001347,1,32.08,9.89,22.19
OD00002059,ORD0000731,P001091,1,216.52,66.79,149.73000000000002
OD00002060,ORD0000732,P001352,2,41.54,17.14,65.94
OD00002061,ORD0000732,P000427,1,251.87,51.95,199.92
OD00002062,ORD0000733,P001493,1,486.59,129.11,357.48
OD00002063,ORD0000733,P000965,2,154.18,81.83,226.53000000000003
OD00002064,ORD0000733,P000937,1,24.1,6.4,17.700000000000003
OD00002065,ORD0000734,P002114,1,399.72,113.38,286.34
OD00002066,ORD0000734,P001629,1,320.73,90.98,229.75
OD00002067,ORD0000734,P000027,1,113.01,32.06,80.95
OD00002068,ORD0000734,P000508,1,112.43,31.89,80.54
OD00002069,ORD0000734,P000173,2,25.33,14.37,36.29
OD00002070,ORD0000734,P002232,1,24.25,6.88,17.37
OD00002071,ORD0000734,P002271,1,9.82,2.79,7.03
OD00002072,ORD0000735,P002147,1,761.78,15.99,745.79
OD00002073,ORD0000736,P000624,1,271.96,98.98,172.97999999999996
OD00002074,ORD0000737,P000624,1,271.96,15.36,256.6
OD00002075,ORD0000737,P001526,3,27.35,4.64,77.41000000000001
OD00002076,ORD0000737,P001065,1,71.66,4.05,67.61
OD00002077,ORD0000737,P000890,1,34.44,1.95,32.489999999999995
OD00002078,ORD0000738,P001079,1,32.97,7.25,25.72
OD00002079,ORD0000738,P001869,2,133.82,58.83,208.81
OD00002080,ORD0000738,P001125,1,81.57,17.93,63.63999999999999
OD00002081,ORD0000738,P000620,2,17.31,7.61,27.01
OD00002082,ORD0000738,P001803,1,222.61,48.93,173.68
OD00002083,ORD0000739,P000220,1,53.49,20.15,33.34
OD00002084,ORD0000739,P000470,2,119.45,90.0,148.9
OD00002085,ORD0000739,P002028,1,374.55,141.11,233.44
OD00002086,ORD0000740,P000064,1,632.96,60.93,572.0300000000001
OD00002087,ORD0000741,P000879,1,39.68,5.14,34.54
OD00002088,ORD0000741,P002310,1,220.84,28.6,192.24
OD00002089,ORD0000741,P001693,2,88.15,22.84,153.46
OD00002090,ORD0000742,P000870,2,123.04,32.06,214.02
OD00002091,ORD0000742,P000482,4,14.8,7.72,51.48
OD00002092,ORD0000742,P002155,1,39.19,5.11,34.08
OD00002093,ORD0000742,P000398,1,31.28,4.08,27.200000000000003
OD00002094,ORD0000743,P001416,1,135.23,38.93,96.29999999999998
OD00002095,ORD0000743,P000688,1,40.73,11.73,29.0
OD00002096,ORD0000743,P000486,1,60.44,17.4,43.04
OD00002097,ORD0000743,P000502,2,169.35,97.51,241.19
OD00002098,ORD0000744,P000165,1,204.93,62.98,141.95000000000002
OD00002099,ORD0000744,P001588,1,295.97,90.95,205.02000000000004
OD00002100,ORD0000745,P001773,1,308.32,99.09,209.23
OD00002101,ORD0000746,P000465,2,117.81,0.02,235.6
OD00002102,ORD0000746,P000369,2,57.81,0.0,115.62
OD00002103,ORD0000746,P001987,1,112.95,0.0,112.95
OD00002104,ORD0000747,P001634,1,79.9,13.9,66.0
OD00002105,ORD0000747,P000668,2,50.67,17.64,83.7
OD00002106,ORD0000747,P002013,1,245.47,42.72,202.75
OD00002107,ORD0000748,P001232,2,93.42,36.97,149.87
OD00002108,ORD0000749,P000624,1,271.96,61.67,210.29
OD00002109,ORD0000749,P000574,1,111.89,25.37,86.52
OD00002110,ORD0000749,P002012,2,33.13,15.02,51.24000000000001
OD00002111,ORD0000749,P000538,1,62.85,14.25,48.6
OD00002112,ORD0000749,P002223,2,17.24,7.82,26.66
OD00002113,ORD0000749,P002021,2,13.15,5.96,20.34
OD00002114,ORD0000750,P000919,2,87.17,47.93,126.41
OD00002115,ORD0000750,P000947,1,49.8,13.69,36.11
OD00002116,ORD0000750,P000558,1,92.47,25.42,67.05
OD00002117,ORD0000750,P000884,1,217.27,59.73,157.54000000000002
OD00002118,ORD0000750,P001231,3,105.69,87.16,229.91
OD00002119,ORD0000751,P000338,2,64.44,25.22,103.66
OD00002120,ORD0000751,P002103,1,150.82,29.52,121.3
OD00002121,ORD0000751,P000641,1,359.55,70.37,289.18
OD00002122,ORD0000752,P001070,1,149.47,53.85,95.62
OD00002123,ORD0000752,P001204,1,100.31,36.15,64.16
OD00002124,ORD0000752,P000745,1,91.93,33.13,58.8
OD00002125,ORD0000753,P000426,2,97.62,10.43,184.81
OD00002126,ORD0000753,P001711,2,14.26,1.52,27.0
OD00002127,ORD0000753,P002218,2,87.69,9.37,166.01
OD00002128,ORD0000753,P001832,5,17.83,4.76,84.38999999999999
OD00002129,ORD0000754,P000049,1,84.17,31.86,52.31
OD00002130,ORD0000754,P001577,1,94.02,35.58,58.44
OD00002131,ORD0000755,P000394,1,26.03,1.66,24.37
OD00002132,ORD0000755,P000884,1,217.27,13.89,203.38
OD00002133,ORD0000755,P001960,2,25.15,3.22,47.08
OD00002134,ORD0000755,P000924,1,23.55,1.51,22.04
OD00002135,ORD0000755,P001716,1,47.64,3.05,44.59
OD00002136,ORD0000755,P002155,1,39.19,2.5,36.69
OD00002137,ORD0000755,P000583,2,63.06,8.06,118.06
OD00002138,ORD0000755,P000760,3,45.21,8.67,126.96
OD00002139,ORD0000755,P001271,4,24.38,6.23,91.29
OD00002140,ORD0000755,P001930,1,26.89,1.72,25.17
OD00002141,ORD0000755,P001790,1,36.35,2.32,34.03
OD00002142,ORD0000755,P000878,1,57.91,3.7,54.21
OD00002143,ORD0000756,P001837,1,585.25,196.96,388.29
OD00002144,ORD0000757,P001061,2,285.79,175.42,396.16
OD00002145,ORD0000757,P002133,2,130.47,80.09,180.85
OD00002146,ORD0000757,P000150,3,65.77,60.56,136.75
OD00002147,ORD0000757,P000657,1,35.83,11.0,24.83
OD00002148,ORD0000757,P001539,1,27.42,8.42,19.0
OD00002149,ORD0000758,P000014,2,207.13,104.05,310.21
OD00002150,ORD0000759,P001137,1,270.26,29.86,240.4
OD00002151,ORD0000759,P000427,1,251.87,27.84,224.03
OD00002152,ORD0000759,P002140,1,161.06,17.8,143.26
OD00002153,ORD0000759,P000749,1,143.15,15.82,127.33
OD00002154,ORD0000759,P000615,1,72.44,8.01,64.42999999999999
OD00002155,ORD0000760,P002310,3,220.84,45.15,617.37
OD00002156,ORD0000760,P001684,2,101.8,13.88,189.72
OD00002157,ORD0000761,P001710,2,228.94,135.11,322.77
OD00002158,ORD0000762,P000608,3,84.5,67.97,185.53
OD00002159,ORD0000762,P000925,2,115.52,61.95,169.08999999999995
OD00002160,ORD0000763,P001212,1,310.45,87.6,222.85
OD00002161,ORD0000764,P000445,2,103.95,15.33,192.57
OD00002162,ORD0000764,P001120,1,107.18,7.9,99.28
OD00002163,ORD0000765,P000942,1,32.92,8.22,24.700000000000003
OD00002164,ORD0000765,P000338,5,64.44,80.41,241.79
OD00002165,ORD0000765,P001860,2,291.13,145.32,436.94
OD00002166,ORD0000766,P000719,1,264.73,85.99,178.74
OD00002167,ORD0000766,P002287,1,39.93,12.97,26.96
OD00002168,ORD0000766,P001190,1,146.81,47.68,99.13
OD00002169,ORD0000766,P001826,3,27.03,26.34,54.75
OD00002170,ORD0000766,P001154,1,275.09,89.35,185.74
OD00002171,ORD0000767,P000206,2,223.59,156.73,290.45
OD00002172,ORD0000767,P000800,2,172.5,120.91,224.09
OD00002173,ORD0000767,P000257,4,35.24,49.4,91.56
OD00002174,ORD0000768,P000418,3,174.49,18.86,504.61
OD00002175,ORD0000769,P001176,1,136.96,37.82,99.14
OD00002176,ORD0000769,P002155,1,39.19,10.82,28.37
OD00002177,ORD0000769,P000345,1,318.63,87.99,230.64
OD00002178,ORD0000770,P001331,2,189.56,132.71,246.41
OD00002179,ORD0000771,P000236,2,11.77,7.1,16.439999999999998
OD00002180,ORD0000771,P000208,1,36.35,10.97,25.380000000000003
OD00002181,ORD0000771,P001764,1,34.28,10.35,23.93
OD00002182,ORD0000771,P000919,2,87.17,52.62,121.72
OD00002183,ORD0000771,P001934,2,57.21,34.53,79.89
OD00002184,ORD0000771,P000154,2,171.06,103.26,238.86
OD00002185,ORD0000772,P000813,1,289.11,72.82,216.29
OD00002186,ORD0000772,P002217,4,38.76,39.06,115.98
OD00002187,ORD0000772,P002115,1,108.8,27.41,81.39
OD00002188,ORD0000772,P000129,2,12.66,6.38,18.94
OD00002189,ORD0000773,P001839,1,187.37,38.67,148.7
OD00002190,ORD0000773,P001743,1,82.14,16.95,65.19
OD00002191,ORD0000774,P001996,5,16.16,4.91,75.89
OD00002192,ORD0000774,P002130,1,164.02,9.98,154.04000000000002
OD00002193,ORD0000775,P001980,4,119.71,115.83,363.01
OD00002194,ORD0000775,P002214,4,26.99,26.11,81.85
OD00002195,ORD0000775,P002268,4,17.18,16.62,52.1
OD00002196,ORD0000776,P001543,2,77.18,18.94,135.42000000000002
OD00002197,ORD0000776,P002248,2,10.98,2.69,19.27
OD00002198,ORD0000776,P001736,2,44.44,10.91,77.97
OD00002199,ORD0000776,P001657,3,30.71,11.3,80.83
OD00002200,ORD0000776,P000346,1,28.74,3.53,25.21
OD00002201,ORD0000776,P000022,2,45.27,11.11,79.43
OD00002202,ORD0000777,P001065,1,71.66,20.37,51.28999999999999
OD00002203,ORD0000777,P001868,1,46.28,13.16,33.120000000000005
OD00002204,ORD0000777,P001293,1,33.57,9.54,24.03
OD00002205,ORD0000777,P002126,3,34.09,29.07,73.20000000000002
OD00002206,ORD0000777,P001622,3,27.21,23.21,58.42
OD00002207,ORD0000777,P001042,1,55.74,15.85,39.89
OD00002208,ORD0000777,P001937,1,58.81,16.72,42.09
OD00002209,ORD0000777,P001547,1,41.35,11.75,29.6
OD00002210,ORD0000777,P001542,2,162.43,92.35,232.51
OD00002211,ORD0000778,P001676,1,174.55,18.45,156.10000000000002
OD00002212,ORD0000778,P000566,2,14.91,3.15,26.67
OD00002213,ORD0000779,P001321,2,124.39,84.37,164.41
OD00002214,ORD0000779,P000821,3,53.31,54.23,105.70000000000002
OD00002215,ORD0000780,P001167,1,25.09,4.3,20.79
OD00002216,ORD0000780,P000612,1,32.42,5.56,26.860000000000003
OD00002217,ORD0000780,P000105,1,198.95,34.1,164.85
OD00002218,ORD0000781,P001951,1,95.32,8.08,87.24
OD00002219,ORD0000781,P001412,2,63.56,10.77,116.35
OD00002220,ORD0000781,P002294,1,81.48,6.91,74.57000000000001
OD00002221,ORD0000782,P000224,2,111.14,4.25,218.03
OD00002222,ORD0000783,P000417,1,217.17,1.47,215.7
OD00002223,ORD0000784,P001528,2,121.63,8.49,234.77
OD00002224,ORD0000784,P002103,1,150.82,5.27,145.54999999999998
OD00002225,ORD0000784,P001293,1,33.57,1.17,32.4
OD00002226,ORD0000784,P000912,1,56.02,1.96,54.06
OD00002227,ORD0000785,P001674,1,50.34,18.24,32.10000000000001
OD00002228,ORD0000785,P001962,1,21.74,7.88,13.86
OD00002229,ORD0000785,P000057,3,254.75,276.98,487.27
OD00002230,ORD0000786,P002099,3,31.63,36.48,58.41
OD00002231,ORD0000786,P000057,1,254.75,97.93,156.82
OD00002232,ORD0000787,P001253,2,260.87,202.47,319.27
OD00002233,ORD0000787,P000236,2,11.77,9.14,14.4
OD00002234,ORD0000787,P001561,1,9.17,3.56,5.609999999999999
OD00002235,ORD0000788,P001877,1,387.98,4.28,383.7000000000001
OD00002236,ORD0000789,P001190,2,146.81,91.26,202.36
OD00002237,ORD0000789,P000368,1,166.03,51.6,114.43
OD00002238,ORD0000789,P000515,1,95.92,29.81,66.11
OD00002239,ORD0000789,P000102,2,179.48,111.57,247.39
OD00002240,ORD0000790,P001265,5,55.04,86.64,188.56
OD00002241,ORD0000790,P001137,1,270.26,85.08,185.18
OD00002242,ORD0000791,P001349,1,178.81,17.31,161.5
OD00002243,ORD0000791,P000864,1,188.84,18.28,170.56
OD00002244,ORD0000792,P001900,1,186.85,13.49,173.36
OD00002245,ORD0000793,P002138,1,396.22,85.26,310.96000000000004
OD00002246,ORD0000793,P002150,1,158.84,34.18,124.66
OD00002247,ORD0000794,P000971,1,45.6,7.25,38.35
OD00002248,ORD0000794,P001994,1,96.0,15.26,80.74
OD00002249,ORD0000794,P001351,2,83.98,26.71,141.25
OD00002250,ORD0000794,P001098,1,103.76,16.5,87.26
OD00002251,ORD0000795,P000898,1,282.83,40.65,242.18
